[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 谈了Physical Intelligence派的研究科学家科里一鸣
[00:00:34] 这是一家在硅谷做机器人大脑的备受瞩目的实验室
[01:35:58] 就是说我们的管理体制上可能会更独立一点
[01:36:02] 就是可能跟一般就是集团下边的一些BG相比
[01:36:06] 我们的就是因为业务会相对独立一些嘛
[01:36:10] 对所以说管理起来可能也会独立一些
[01:36:12] 但整体的基建什么的都是共享的
[01:36:14] 对于你们的这几次豪赌他们是什么反馈
[01:36:18] 我觉得还是比较支持的吧
[01:36:22] 集团这几从上一次发布和这一次发布集团都还比较支持
[01:36:28] 他们有说为什么我们不做本体啊有说这种吗
[01:36:32] 其实也会就是大家会有一些debate
[01:36:36] 对但是我觉得集团这一点是对林博有充分的信任和尊重
[01:36:42] 因为我们可能更贴近行业本身
[01:36:46] 对所以说这方面我们做的一些决定就是集团肯定会就是从他的视角
[01:36:52] 他肯定会给出他的一些建议
[01:36:54] 然后可能双方还是会在经过几轮交流之后应该还是会达成一致的
[01:37:00] 你对于这次创业的最好的预期和最坏的预期是什么
[01:37:06] 最好的预期就是我真的看到机器人进家庭了
[01:37:10] 然后进家庭的机器人跑的是林博的模型
[01:37:14] 这是我最好的预期
[01:37:16] 然后最坏的预期就是没做出来呗
[01:37:22] 我觉得也没有什么更坏的预期
[01:37:24] 对就是可能就是就是可能某一次某一次赌的过程中可能赌错了
[01:37:34] 你是个赌性强的人吗
[01:37:36] 我还可以
[01:37:38] 还可以
[01:37:38] 这里面有哪个角色是你力排众议必须要这么做的
[01:37:44] 我觉得巨神原生这个事情可能是我做了其实是比较坚持要做
[01:37:52] 我觉得这一点
[01:37:54] 我还是从上一次发布的过程中感受到
[01:38:00] 就是我们数字世界那条路就是沿着数字世界往后走就是行不通
[01:38:04] 不想在他们的延长线上
[01:38:06] 对所以我就非常坚持说一定我们要做一个用物理世界的东西
[01:38:14] 就是从物理世界原土生土长出来的模型
[01:38:18] 对这是我觉得可能也是我这次觉得比较有成就感的一件事情
[01:38:24] 对好在就是我不敢说它是一定被百分之百验证
[01:38:28] 但我觉得至少我们迈出了一步
[01:38:30] 这次模型的进展是符合你预期低于预期而高于预期
[01:38:36] 其实是其实是有点高于预期
[01:38:38] 因为你想嘛我们讲原生这件事情我们从就是两大块一个是视觉
[01:38:44] 就是刚才说看得更清楚那块我觉得我们已经
[01:38:48] 就这一部分就是由原生推动它往前走了一步
[01:38:52] 嗯
[01:38:54] 然后想得更明白就是也是有我刚刚说的
[01:38:56] 我们也是由原生往前又退了一步
[01:39:00] 就是架构的原生刚才说的不管是时间的流逝也好
[01:39:02] 还是说推理效率也好等等
[01:39:04] 然后接下来还有一个干的更利索嘛
[01:39:06] 我觉得干的更利索可能就是下一个原生就是数据原生
[01:39:10] 对因为我觉得数据做的数据的能够更好的规模化之后
[01:39:16] 肯定是在任务的方向性上有更好的突破
[01:39:18] 嗯对所以我觉得就是从我们看得更清楚想得更明白
[01:39:22] 看得更利索这个这一点上我们正好在经过了半年的时间之后
[01:39:26] 把前两点都有原生这个概念往前推了一步
[01:39:32] 嗯我觉得这个是我没想到会来的这么快
[01:39:36] 然后希望希望数据原生的部分也能比我预期的来的要早
[01:39:40] 那我我我可能也会更开心
[01:39:42] 这样的话我觉得真的就是完全是物理世界有自己的一套
[01:39:50] 嗯
[01:39:50] 从模型到架构
[01:39:52] 嗯
[01:39:52] 到数据
[01:39:54] 嗯
[01:39:54] 闭环的一套原生体系
[01:39:56] 现在各个不同领域的玩家都很想抢夺机器人大脑这个事情
[01:40:02] 嗯
[01:40:02] 有你们然后也有之前的那些机器人公司他们也会着重的来做AI
[01:40:06] 嗯
[01:40:08] 然后又包括大厂或者说模型公司
[01:40:10] 如果他们有精力的话他们也会来做机器人的模型
[01:40:12] 你觉得你们的优势是什么呀
[01:40:14] 嗯
[01:40:16] 你觉得这个产业竞争到最后的格局会是什么呀
[01:40:18] 呃格局可能
[01:40:22] 我觉得可能跟大圆模型的格局差不多
[01:40:24] 可能会有大厂做的比较好
[01:40:26] 然后也会有两三家创业公司做的比较好
[01:40:32] 你们属于大厂还是创业公司
[01:40:32] 我觉得我们现在可能跟创业公司会更近一点
[01:40:36] 对
[01:40:38] 然后
[01:40:38] 那我们确实位置比较比较特殊啊
[01:40:40] 我们可以属于一家背靠大厂的创业公司
[01:40:42] 嗯
[01:40:44] 对
[01:40:44] 然后呃这是一个就是我觉得从智能层应该大概就是这么一个格局
[01:40:50] 应该会有大厂会有那么一两个玩家
[01:40:54] 然后创业公司会有两三个玩家
[01:40:56] 嗯
[01:40:56] 然后可能大家各自跑出各自的生态
[01:41:00] 这个生态就包括了数据的生态
[01:41:02] 本体的生态
[01:41:04] 场景的生态
[01:41:04] 就可能每家的模型
[01:41:06] 因为你有了生态之后
[01:41:08] 你场景加本体可能就会给你
[01:41:10] 那个那个生态里面的数据
[01:41:12] 可能你的模型就会慢慢分化的更更适合那个生态
[01:41:16] 嗯
[01:41:16] 对
[01:41:18] 当然是呃
[01:41:18] 可能最后大家都会走到一个图表上
[01:41:20] 嗯
[01:41:20] 就是公用的生态啊
[01:41:22] 就是进家庭
[01:41:22] 但是在那个之前可能每家模型会有不一样的特性
[01:41:26] 比如说可能有些有些模型就适合做精巧的任务
[01:41:28] 有些模型可能就适合做就是长程的任务
[01:41:32] 这个这个就不好说了
[01:41:32] 嗯
[01:41:34] 对但我觉得应该是会是一个各有特色的
[01:41:36] 就是几几几家鼎立的这种这种一个格局
[01:41:40] 你对人型机器人这个构型有执念吗
[01:41:42] 你觉得未来进家庭的机器人会一定是人型机器人吗
[01:41:46] 我还是觉得就是嗯
[01:41:48] 毕竟是从从一个创业公司的角度来说
[01:41:50] 我觉得呃
[01:41:52] 我们一个阶段解决一个最核心的问题就就好了
[01:41:56] 现在当下最核心的问题就是智能不够
[01:41:58] 对
[01:41:58] 我觉得还没有到就是就是混言话说
[01:42:00] 现在到底是轮式还是足式
[01:42:02] 或者说它构型应该长什么样
[01:42:06] 还不是现在的核心卡点
[01:42:08] 啊
[01:42:08] 啊
[01:42:10] 现在核心卡点是智能不够
[01:42:10] 然后智能不够的核心卡点是数据不够
[01:42:12] 对对
[01:42:14] 嗯
[01:42:14] 所以怎么让数据能够skill up是重点
[01:42:16] 对
[01:42:16] 然后当你智能有了以后
[01:42:18] 你才开始能做落地的尝试
[01:42:20] 你只有这个
[01:42:20] 做落地的尝试之后
[01:42:22] 就产品才会迭代
[01:42:24] 产品迭代应届才会迭代
[01:42:26] 嗯
[01:42:26] 就现在就大家在争
[01:42:28] 就比如说到底是足式还是轮式
[01:42:30] 他他他不管是足
[01:42:32] 足式还是轮式
[01:42:32] 他进家庭
[01:42:34] 我都不会让他进家庭的
[01:42:34] 就是那这个时候就你都没办法做这种user study
[01:42:38] ok
[01:42:38] 那我我感觉是这样
[01:42:40] 你现在工作状态是什么样的
[01:42:42] 这两天好一点
[01:42:42] 就是呃
[01:42:44] 前一阵子
[01:42:46] 就在模型都都处于
[01:42:48] 要出来没出来那个阶段的时候
[01:42:50] 其实是
[01:42:50] 其实比较紧张的
[01:42:52] 就是
[01:42:52] 但是现在
[01:42:54] 呃
[01:42:54] 尤其是最近在
[01:42:56] 那个发布完了之后
[01:42:58] 然后
[01:42:58] 嗯
[01:43:00] 整个人状态会相对
[01:43:02] 我觉得会轻松一些
[01:43:02] 然后接下来我应该会
[01:43:06] 呃
[01:43:06] 怎么说呢
[01:43:08] 可能再想一想
[01:43:08] 下一步要
[01:43:10] 就是到底应该怎么去去做吧
[01:43:12] 就是再再复盘一下
[01:43:14] 然后想一想
[01:43:16] 嗯
[01:43:16] 比如说数据到底怎么去
[01:43:20] 跟
[01:43:20] 跟模型更好的结合
[01:43:22] 这可能是这这些方面会考虑的多一点
[01:43:24] 受到的市场反馈怎么样
[01:43:26] 呃
[01:43:28] 目前看应该还可以
[01:43:30] 对
[01:43:30] 然后尤其是呃
[01:43:32] 技术社区里面应该对
[01:43:34] 我们做的这一套还是比较白印的
[01:43:38] 嗯
[01:43:38] 对我感觉是这样
[01:43:40] 然后呃
[01:43:40] 如果是那个行业的话
[01:43:42] 我觉得需要再给行业一点时间
[01:43:44] 因为毕竟是刚发布嘛
[01:43:46] 对我们行业要试用过之后
[01:43:48] 可能才会拿到更多的反馈
[01:43:50] 嗯
[01:43:50] 你们现在驱动的核心指标是什么呀
[01:43:52] 是一些落地上的数据还是呃模型智能上的一些数据
[01:43:56] 哦
[01:43:58] 我就是刚刚其实有提到我们还是两头抓
[01:44:00] 就是我们一边一般一边要探索上线
[01:44:04] 嗯
[01:44:04] 然后一边要抓落地
[01:44:06] 这两个点
[01:44:06] 可能我们都会关注一些
[01:44:10] 我们一开始聊到了你的那个学习经历啊
[01:44:12] 因为你是汤小欧老师的学生嘛
[01:44:14] 你对汤老师有什么印象吗
[01:44:16] 汤老师是个比较幽默的人
[01:44:18] 这是我对他最大的一个
[01:44:18] 印象
[01:44:20] 因为那个他讲话
[01:44:24] 因为他跟我一样
[01:44:24] 他也是东北人
[01:44:26] 然后我觉得
[01:44:26] 反正听他听他讲话比较亲切吧
[01:44:28] 这是这是一个点
[01:44:30] 然后另外一个点就是
[01:44:32] 我觉得比较能快速的从一个比较
[01:44:34] 一个乱序的一个混沌当中
[01:44:36] 快速的抓到一个主要矛盾
[01:44:38] 嗯
[01:44:38] 有例子吗这个
[01:44:40] 就是毕业答辩的时候
[01:44:40] 因为他要他要参与嘛
[01:44:42] 因为答辩很多时候大家会问
[01:44:44] 比如你怎么做的呀之类的
[01:44:44] 但是他当时他问了我一个可能跟
[01:44:48] 跟行业的问题嘛
[01:44:48] 你也或者说你这个东西
[01:44:50] 到底应该怎么用相关的问题
[01:44:52] 具体是啥呀
[01:44:52] 就是我当时做的那一套
[01:44:54] 那个做做图像编辑
[01:44:56] 视频编辑那套东西
[01:44:58] 而且上一代AI最大的痛点就是
[01:45:00] 他不好落地
[01:45:02] 就没有一个很好的场景
[01:45:04] 啊对
[01:45:04] 现在有人问你们这个模型怎么用吗
[01:45:06] 啊肯定啊
[01:45:08] 嗯
[01:45:08] 大家都就是
[01:45:10] 其实我觉得现在巨神智能
[01:45:10] 他不像呃大圆模型
[01:45:14] 或者多摩泰模型那么好
[01:45:16] 那么好传播
[01:45:18] 因为离大家生活实在是太远了
[01:45:20] 就是我必须要有个机械臂
[01:45:22] 嗯
[01:45:24] 我才能知道你这东西好不好用
[01:45:26] 嗯
[01:45:26] 就是他现在更多还是图开发者的
[01:45:28] 我我是这么理解的
[01:45:30] 对离受众最近的都是娱乐场景
[01:45:32] 对
[01:45:32] 这是最快可以感知的
[01:45:34] 啊对嘛
[01:45:36] 所以我说他不是那么好传播
[01:45:38] 然后呃如果是开发者呢
[01:45:40] 他肯定会希望你告诉他
[01:45:42] 这个东西怎么用好
[01:45:44] 因为毕竟我们这次
[01:45:46] 我们在发布所有的东西
[01:45:46] 基本上都是预训练
[01:45:48] 就是预训练要落地
[01:45:50] 还是要经过后训练呢
[01:45:52] 后训练本身是一个很难的事情
[01:45:54] 就是或者换句话说
[01:45:56] 他不是说就把数据踩完
[01:45:58] 然后扔进去
[01:46:00] 简单调整调整下参数就结束了
[01:46:02] 嗯
[01:46:04] 就是那如果叫效果不好
[01:46:06] 到底是没训好
[01:46:08] 还是数据没采好
[01:46:10] 还是模型就不好
[01:46:12] 怎么诊断问题
[01:46:12] 嗯
[01:46:14] 有了诊断之后怎么解
[01:46:16] 他是一个
[01:46:16] 我觉得是一个很难很难的事情
[01:46:18] 换句话说
[01:46:20] 呃我刚刚说他离
[01:46:20] 那个离这个大众比较远也是
[01:46:24] 其实是一样的点
[01:46:24] 就是因为他离大众比较远
[01:46:26] 所以呃或者换或者换句话说
[01:46:30] 就是因为他不是一个
[01:46:30] 直接能用的模型
[01:46:32] 怎么把它让让别人感知到
[01:46:36] 你这个模型真的好
[01:46:36] 是需要是需要能力体现的
[01:46:40] 嗯
[01:46:40] 所以大家都会问
[01:46:42] 就这个东西比如说怎么复现
[01:46:44] 然后我想知道
[01:46:44] 然后我想让他做一个什么事
[01:46:46] 应该做哪些步骤之类的
[01:46:50] 还是会有很多这样的问题
[01:46:52] 我觉得你们那个玩桌式足球
[01:46:54] 那个如果能够在现实场景里面
[01:46:56] 能够做一个给大家互动的机器人的话
[01:46:58] 应该会挺多人愿意玩的
[01:47:00] 呃对
[01:47:00] 就是就是说换句话说
[01:47:02] 你做的越
[01:47:04] 越能越能直接被应用
[01:47:06] 他肯定是就是大家的问题会越少
[01:47:08] 然后互动性会越强
[01:47:08] 你对于机器人的未来发展
[01:47:10] 还有什么其他的展望没有
[01:47:12] 其实我就是希望
[01:47:14] 他能够离大众更近一点
[01:47:18] 就是我希望他也能够变成一个
[01:47:20] 像像那个语言一样
[01:47:22] 就是他出一个APP
[01:47:24] 然后每个人能体验
[01:47:24] 那如果说之后真的说
[01:47:26] 就是机器人更普及了
[01:47:28] 家里都有能够
[01:47:30] 或者说一个比较简单的渠道
[01:47:32] 就能搞到一个机器人去玩起来的话
[01:47:34] 我觉得那个那个时候
[01:47:34] 可能成就感会更多
[01:47:36] 因为现在就是
[01:47:38] 比如说我跟我爸妈去讲
[01:47:40] 说我做了一个什么东西
[01:47:40] 他们也听不懂
[01:47:42] 然后
[01:47:44] 也没有体感
[01:47:44] 嗯
[01:47:46] 然后那如果有一天能能带一个东西
[01:47:48] 直接给他
[01:47:48] 然后告诉他这是我做的
[01:47:50] 我觉得那个时候可能成就感会
[01:47:52] 会跟现在完全不是一个量级
[01:47:54] 嗯
[01:47:54] 我还有最后几个快问快答
[01:47:56] 一个全球范围内你喜欢的食物
[01:47:58] 日料
[01:48:00] 一个全球范围内你喜欢的地点
[01:48:02] 家
[01:48:02] 我们的嘉宾都会给我们的观众朋友
[01:48:06] 推荐一本人生之书
[01:48:06] 你会推荐哪一本
[01:48:08] 人生之书
[01:48:10] 笑傲江湖
[01:48:10] 我特别喜欢武侠
[01:48:12] 我从小就比较迷金庸的小说
[01:48:14] 然后我特别喜欢
[01:48:16] 嗯
[01:48:18] 但是每次因为金庸小说
[01:48:20] 我都其实每每部都看过很多遍
[01:48:22] 然后
[01:48:22] 但我每次推荐都都会推荐笑傲江湖
[01:48:26] 因为我觉得
[01:48:26] 嗯
[01:48:28] 我特别喜欢令狐冲里面那种
[01:48:30] 比较豁达的样子
[01:48:32] 嗯
[01:48:32] 对就什么都不太在乎
[01:48:34] 那种心理状态
[01:48:34] 我非常非常喜欢
[01:48:36] 你是这样的人吗
[01:48:38] 我希望成为这样的人
[01:48:38] 哎
[01:48:40] 如果机器人有性格的话
[01:48:40] 你希望他是什么性格
[01:48:42] 我希望他是个J人
[01:48:44] 哦
[01:48:46] 他好干活
[01:48:46] 对
[01:48:48] 我觉得他核心还是要实用
[01:48:50] 对我希望他是个J人
[01:48:52] 哦
[01:48:54] 就换句话说
[01:48:54] 如果在提供情绪价值和干活之间
[01:48:58] 我会果断地选择干活
[01:49:00] 哦
[01:49:00] 为啥不是提供情绪价值
[01:49:02] 呃
[01:49:04] 我可能觉得情绪价值应该由人来提供
[01:49:06] 哦
[01:49:06] 你心目中影响机器人进程的几篇论文
[01:49:10] 其实可能也不一定算是
[01:49:12] 论文吧
[01:49:12] 我觉得
[01:49:14] 我觉得像像像那个Generis
[01:49:16] 他们现在已经不写论文
[01:49:16] 他们写blog
[01:49:18] 我觉得这种可能也算
[01:49:18] 嗯
[01:49:20] 对我觉得那个Generis的那个站一
[01:49:22] 应该对我们是一个比较大的一个
[01:49:24] 影响
[01:49:24] 嗯
[01:49:26] 就是他的数据的规模化确实做的非常好
[01:49:28] 然后像嗯派的工作应该也是非常好
[01:49:32] 嗯
[01:49:34] 再就是像那个呃google的他们那边的一些工作
[01:49:38] 我觉得做的也是比较好
[01:49:40] 嗯
[01:49:42] 那我还在想就是如果我们在中国
[01:49:44] 没有应用到中国的本土的这个硬件优势的话
[01:49:48] 会比较可惜
[01:49:48] 呃
[01:49:50] 对我我觉得会比较可惜的
[01:49:52] 呃
[01:49:52] 但是硬件优势可能在呃
[01:49:54] 这一次的机器人的发展中
[01:49:56] 我觉得是会有不可磨灭的作用的
[01:50:00] 机器人还是说你不管是怎么样的素材方式
[01:50:04] 一定依赖硬件
[01:50:04] 嗯
[01:50:06] 然后一定依赖传感器
[01:50:08] 我觉得从数据质量上
[01:50:08] 我我之前一直讲说是
[01:50:10] 我觉得是互联网红利的一个变现
[01:50:12] 或者说这个数据是从互联网那个时代
[01:50:16] 是有积累下来的
[01:50:18] 但是巨声相比互联网来说
[01:50:20] 我觉得它可能是一个
[01:50:22] 尤其是巨声的数据可能是一个空窗期
[01:50:26] 嗯
[01:50:26] 现在大家都是一样的
[01:50:28] 嗯
[01:50:28] 嗯
[01:50:30] 那我觉得可能
[01:50:30] 虽然收数据上可能这个中国有优势
[01:50:32] 对我觉得这个是一个非常非常大的优势
[01:50:36] 当然蓄模型的能力啊
[01:50:38] 基建那些肯定也是优势
[01:50:38] 但至少在数据上呢
[01:50:40] 但至少在数据这方面
[01:50:40] 我觉得中国一定是与美国跑得快的
[01:50:44] 那你们是不是应该利用这种优势呢
[01:50:46] 呃是的
[01:50:46] 是的所以说我们其实也有比较多的这个
[01:50:50] 我们有自己的一个所谓的叫数据联盟的一个
[01:50:52] 就是我们我们会有一些呃比较好的数据的合作伙伴
[01:50:58] 哦
[01:50:58] 对然后可能也会跟他们一起说
[01:51:00] 看看怎么一起去把这个数据做的更好
[01:51:04] 因为数据你所有的规模化的东西一定要有标准
[01:51:06] 对
[01:51:06] 嗯
[01:51:08] 所以说这个方面我们
[01:51:08] 嗯
[01:51:10] 我们会积极的试图利用这个行业的优势去去做的
[01:51:14] 基于你当下的认知一个关键的重要的bats是什么呀
[01:51:18] 我觉得就是巨神巨神原神吧
[01:51:22] 嗯
[01:51:24] 我讲了很多我觉得就是这个就我非常非常相信巨神要有自己的模型
[01:51:40] 嗯
[01:51:46] 嗯
[01:51:46] 嗯
[01:51:48] 嗯
[01:51:48] 嗯
[01:51:50] 嗯
[01:51:50] 嗯
[01:51:52] 嗯
[01:51:52] 嗯
[01:52:24] うん
[01:52:36] 嗯
[01:52:38] 嗯
[01:52:38] 嗯
[01:52:40] 嗯
[01:52:40] 嗯
[01:52:44] 嗯
[01:52:46] 嗯
[01:52:46] 嗯
[01:52:48] 嗯
[01:52:48] 嗯
[01:52:50] 嗯
[01:52:50] 嗯
[01:52:52] 嗯
[01:52:52] 优优独播剧场——YoYo Television Series Exclusive
