[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解封后的人间烟火气息
[00:24:43] 对
[00:24:44] 所以我觉得我还是想take一些主观能动性吧
[00:24:47] 我觉得take一些initiative
[00:24:49] 然后去做我自己想做的事情
[00:24:51] 在当时还非常早期
[00:24:53] 就是和图像相关的人工智能到底吸引你的事是什么呀
[00:24:57] 嗯
[00:24:59] 他为什么吸引了你呢
[00:25:00] 让你做出了很多不一样的选择
[00:25:03] 因为我觉得我感受这个世界的方式就是通过视觉
[00:25:08] 嗯
[00:25:09] 我会想
[00:25:10] 我小时候也可能也比较无聊吧
[00:25:12] 我就会想哎
[00:25:13] 人有这么多对吧
[00:25:15] 感官啊
[00:25:16] 如果非要让我让我去掉一个的话
[00:25:19] 我会去掉哪个
[00:25:20] 我觉得
[00:25:21] 也许我听不见
[00:25:22] 也许我没法说话
[00:25:24] 也许我没有触觉
[00:25:26] 没有嗅觉
[00:25:27] 啊
[00:25:28] 我会过得很悲惨
[00:25:29] 但可能还可以接受
[00:25:30] 但如果我没没有了视觉啊
[00:25:32] 那那我不能看动画片
[00:25:34] 我我也不能看电影
[00:25:36] 我也不能打游戏了
[00:25:37] 我似乎上丧失了一个人的独立性
[00:25:39] 然后我觉得当然这件事情
[00:25:42] 这些最开始的想法和后来我看到的一些书里面
[00:25:45] 呃
[00:25:46] 讲的事情我觉得野蛮不谋而合的吧
[00:25:48] 嗯
[00:25:49] 因为你相当视觉信号
[00:25:51] 其实占了人的大脑这个批层
[00:25:54] 呃
[00:25:55] 看你怎么说的吧
[00:25:56] 就是主要的视觉区域可能有百分之呃百分之三十占整个大脑
[00:26:00] 但呃整个大脑在看到这个图像的时候
[00:26:04] 啊激活的部分可能要占到百分之七十
[00:26:06] 嗯
[00:26:07] 对吧
[00:26:08] 所以其实我们所有的人都是视觉动物
[00:26:11] 啊
[00:26:12] 然后这件事情
[00:26:14] 对
[00:26:15] 我我是这么觉得的
[00:26:16] 我也是一个视觉动物
[00:26:17] 我也很喜欢
[00:26:18] 啊
[00:26:19] 看一些东西
[00:26:20] 对
[00:26:21] 生物也是
[00:26:22] 而不是听不是读
[00:26:23] 不只是人
[00:26:24] 不只是人
[00:26:25] 所有的动物
[00:26:26] 其实不完全是这样
[00:26:27] 因为其实在530 million啊
[00:26:31] year ago
[00:26:32] 就530个百万啊
[00:26:33] 呃
[00:26:34] 年前
[00:26:35] 其实地球上其实是这些生物是没有眼睛了
[00:26:38] 大家都在这种深海里面生活
[00:26:40] 呃
[00:26:41] 暗无天日
[00:26:42] 对吧
[00:26:43] 大家都在深海里面
[00:26:44] 然后光打不进来
[00:26:45] 然后突然有一天啊
[00:26:47] 有一些生物能够呃发展出来他们的视觉了
[00:26:51] 虽然还是很弱
[00:26:52] 只能看到一点渺茫的这个
[00:26:54] 这个这个信号
[00:26:55] 嗯
[00:26:56] 啊
[00:26:57] 但这时候他们就很厉害了
[00:26:58] 他们就能看到自己想要捕食的对象在哪儿
[00:27:03] 我就可以很快的游过去然后把吃掉
[00:27:05] 他还能躲避躲避天敌
[00:27:07] 有人要过来要抓我了
[00:27:08] 我立刻逃跑
[00:27:09] 啊
[00:27:10] 一旦视觉诞生了
[00:27:12] 呃
[00:27:13] 其他的生物在进化过程中又不得不演化出更强的呃
[00:27:18] 这个这个视觉
[00:27:19] 对吧
[00:27:20] 因为因为如果你不有更强的视觉的话
[00:27:22] 你就会被吃掉
[00:27:23] 是吧
[00:27:24] 所以就展展开了一场军备竞赛
[00:27:26] 啊
[00:27:27] 所以这是所谓的韩武纪大爆发啊
[00:27:30] 啊
[00:27:31] 就是所谓的堪贝尔
[00:27:32] 就是说地球上在这个韩武纪之前
[00:27:35] 可能只有屈指可数的这些物种
[00:27:38] 但是过了韩武纪之后
[00:27:40] 突然到大爆炸式的多了几十万种这种物种啊
[00:27:44] 一个立定的siri
[00:27:45] 就一个一个理论
[00:27:46] 其实是说这种大爆炸的啊
[00:27:49] 来源其实就是因为大家在视觉层面展展开了
[00:27:52] 这种军备竞赛
[00:27:54] 是的是的
[00:27:56] 所以所以你说的完全对
[00:27:58] 我觉得我觉得这其实是不是一个人特有的事情
[00:28:02] 我觉得所有的动物其实也是这样啊
[00:28:04] 然后所以呃我对这件事情还是还是蛮感兴趣的
[00:28:08] 而且而且你知道呃视觉这件事情其实也不只是一个感官啊
[00:28:13] 有一种说法是其实眼睛是唯一一个
[00:28:17] 它是大脑的一部分
[00:28:19] 但它是唯一一个暴露在真实世界里的一部分
[00:28:22] 因为其他的大脑部分都藏在我们的头骨背后
[00:28:25] 嗯
[00:28:26] 对吧
[00:28:27] 所以这样想的话
[00:28:28] 其实解决视觉不是要解决视觉本身
[00:28:31] 而是要解决智能本身
[00:28:33] 对吧
[00:28:34] 所以一切我觉得都是能串起来的
[00:28:36] 从你还没有进入大一的正式上学之前
[00:28:40] 那个在宿舍里躲着打游戏
[00:28:43] 虚度时光的你
[00:28:45] 然后到你找到了计算机视觉的这个人生的主线
[00:28:49] 这中间发生了什么呀
[00:28:51] 嗯
[00:28:52] 其实也没发生什么
[00:28:54] 其实很多时候我觉得都都来源于偶然吧
[00:28:56] 嗯
[00:28:57] 就像我如果当初也许没看这本书
[00:29:01] 然后我可能也不会走上这条路
[00:29:03] 但有时候我觉得这也是一种必然
[00:29:05] 我现在还是蛮相信
[00:29:06] 其实每个人都有自己的命运
[00:29:08] 嗯
[00:29:09] 或者说啊
[00:29:10] 我有时候跟学生说
[00:29:13] 你不要想着说你不做这件事
[00:29:15] 别人就会把这件事做了
[00:29:17] 你要想
[00:29:18] 如果你不做这件事
[00:29:20] 这件事在这世界上永远不存在了
[00:29:22] 不会发生
[00:29:23] 好
[00:29:24] 这是什么意思呢
[00:29:25] 就是说
[00:29:26] 就是说
[00:29:27] 就是说你现在在做一个research topic
[00:29:29] 对吧
[00:29:30] 然后你做了这件事情
[00:29:32] 你是怎么样一步一步到达这个这个这个端点的
[00:29:35] 嗯
[00:29:36] 这件事情完全取决于你自己之前的个人的人生的经验成长的背景
[00:29:40] 可能是你看过的一本书
[00:29:42] 可能是你跟一些人的一段对话
[00:29:45] 可能就是你的genetically
[00:29:48] 呃
[00:29:49] 就是你的基因wise
[00:29:51] 就是就是跟别人不一样对吧
[00:29:53] 我觉得每一个个体在这个世界上都是很独立的
[00:29:56] 对
[00:29:57] 每个人都是这个世界的一个变量
[00:29:59] 每个人都是这世界上一个变量
[00:30:00] 然后有可能谁说的准呢
[00:30:02] 有可能你就是这个世界上最重要的那个变量
[00:30:05] 这是你的世界观
[00:30:07] 我觉得是我乐观的一面吧
[00:30:10] 对
[00:30:11] 嗯
[00:30:12] 你在新加坡果立有获得你想获得的东西吗
[00:30:15] 呃
[00:30:16] 我觉得我觉得有
[00:30:17] 首先是我交了很多很好的朋友啊
[00:30:19] 之后我可以
[00:30:20] 也可以慢慢展开
[00:30:21] 但我认识了比如说
[00:30:22] 呃
[00:30:23] 其实当初带我的主要的这个
[00:30:25] 这我的mentor是冯嘉石
[00:30:27] 啊
[00:30:28] 他当初是这个phd
[00:30:30] 学生
[00:30:31] 对然后他带着我然后做了一些工作啊
[00:30:33] 我们发表了一篇
[00:30:34] 也不是鼎会很不幸本科还是没能发出一篇cvpr
[00:30:37] 嗯
[00:30:38] 但但发发表了一篇啊
[00:30:40] 还不错的这个bmvc的paper
[00:30:43] 对是一个是一个没那么鼎会的计算机视觉的这样一个论文
[00:30:47] 所以
[00:30:48] 呃
[00:30:49] 呃
[00:30:50] 我觉得我觉得还是有很大很大的收获
[00:30:52] 我我第一次知道了
[00:30:54] 呃
[00:30:55] research是怎么回事儿
[00:30:56] 对吧
[00:30:57] 真正写过一篇paper
[00:30:58] 跟没写这篇paper
[00:30:59] 我觉得还是差别还是很大
[00:31:01] 那是你关于cv的第一篇paper
[00:31:03] 是的是的
[00:31:04] 但你可以认为这是一个关于cv的paper
[00:31:06] 但其实跟cv也没有什么关系啊
[00:31:08] 嗯
[00:31:09] 它的唯一的一个application
[00:31:10] 是这个人脸识别
[00:31:12] 对它更像是一个呃机器学习的论文吧
[00:31:15] 啊
[00:31:16] 但那时候也很正常
[00:31:17] 所有在
[00:31:18] 学cv或者说研究cv的人都在做类似的事情
[00:31:21] 啊
[00:31:22] 所谓的这些
[00:31:23] 嗯
[00:31:24] 这这这种manifold clustering相关的东西
[00:31:26] 对
[00:31:27] 呃
[00:31:28] 但是也就是在那个时间点上
[00:31:29] 呃
[00:31:30] 那是2012年2013年2012年对吧
[00:31:33] 所以刚好也是alex that moment
[00:31:36] 嗯
[00:31:37] 所以
[00:31:38] 我也是在那个时间点上啊
[00:31:40] 知道了这件事儿
[00:31:41] 对吧
[00:31:42] 然后对
[00:31:43] 然后知道了image net
[00:31:44] 知道了深度学习
[00:31:46] 所以我觉得那其实是
[00:31:48] 一个原点
[00:31:49] 那是我刚开始做research
[00:31:51] 然后学会怎么样做research的一个原点
[00:31:53] 也是整个深度学习的一个原点
[00:31:56] 这是你的大三
[00:31:57] 大三对
[00:31:58] 这个时候大学就快结束了
[00:32:00] 所以你其实在本科期间就已经找到了你的主线
[00:32:03] 我觉得是的嗯
[00:32:05] 那你当时的那一身奖励机制是什么呢
[00:32:08] 其实我觉得还是好奇心吧
[00:32:10] 对啊
[00:32:11] 就是我我觉得
[00:32:12] 我觉得想我想要知道为什么
[00:32:14] 对
[00:32:15] 然后或者说
[00:32:16] 这可能也是我的一个自己的一个
[00:32:18] 解释吧
[00:32:19] 我觉得我也不知道我的intrinsic motivation到底是什么
[00:32:22] 啊
[00:32:23] 但是
[00:32:24] 嗯
[00:32:26] 我希望了解更多东西
[00:32:28] 我希望了解关于
[00:32:30] 这个领域的更多的事情
[00:32:32] 我希望跟这个领域
[00:32:34] 的最顶尖的这一部分
[00:32:36] 学生也好
[00:32:37] 研究员也好
[00:32:38] 老师也好
[00:32:39] 有更更深入的交流
[00:32:41] 嗯
[00:32:42] 嗯
[00:32:43] 所以这也是为什么之后决定
[00:32:44] 还是想要出国
[00:32:45] 想要申请
[00:32:46] 我觉得也是
[00:32:47] 是这个原因
[00:32:49] 这里我想多插一个小问题啊
[00:32:51] 嗯
[00:32:52] 你也肯定有很多清华摇班的朋友
[00:32:53] 也有很多清华摇班的朋友来过我的节目
[00:32:56] 是的
[00:32:57] 我想知道清华摇班
[00:32:58] 你觉得跟交大的ACM班
[00:33:00] 最大的差别会是什么呀
[00:33:02] 在培养上
[00:33:03] 我觉得可能ACM班没那么卷吧
[00:33:05] 啊
[00:33:06] 一个一个差别是呃
[00:33:07] again
[00:33:08] 这件事情其实还是于老师的一个一个设计
[00:33:10] 他我觉得是一个呃
[00:33:12] 挺伟大的一个教育家
[00:33:14] 我可以这么这么去说
[00:33:15] 嗯
[00:33:16] 对
[00:33:17] 像我们当初
[00:33:18] 其实我们的课程设计上
[00:33:19] 呃
[00:33:20] 会有很多
[00:33:21] 呃
[00:33:22] 看起来还是蛮奇怪的
[00:33:23] 这些设定
[00:33:24] 比如说我们有一门课程
[00:33:25] 于老师其实很很自豪的就是说
[00:33:27] 叫做学子讲坛
[00:33:29] 这个学子讲坛是什么呢
[00:33:30] 就是说大家
[00:33:31] 要到
[00:33:32] 啊
[00:33:33] 这个课上
[00:33:34] 然后花可能45分钟到一小时
[00:33:36] 去做一个presentation
[00:33:37] 啊
[00:33:38] 给一个talk
[00:33:39] 然后这个talk
[00:33:40] 不能是
[00:33:41] 跟学习有关的
[00:33:42] 它可以是关于这世界上任何事情的
[00:33:44] 啊
[00:33:45] 但不能但不能学习有关系
[00:33:47] 对
[00:33:48] 所以
[00:33:49] 呃
[00:33:50] 有人会讲哲学
[00:33:51] 有人会讲历史
[00:33:52] 有人会讲
[00:33:53] 社会啊
[00:33:54] 有人会讲
[00:33:55] 很多很多很有趣的东西
[00:33:57] 当然也可以讲科学
[00:33:58] 嗯
[00:33:59] 对
[00:34:00] 然后我觉得
[00:34:01] 我觉得这可能是一个
[00:34:02] 培养机制的不同
[00:34:03] 当然我也没去过摇板
[00:34:04] 所以我也不清楚啊
[00:34:05] 但我觉得大家还是在一个相对来说比较宽松
[00:34:08] 并且
[00:34:09] 比较
[00:34:10] 比较强调通识的这种这种这种设定下往前走的
[00:34:13] 嗯
[00:34:14] 你给我的感觉是
[00:34:15] 你好像不是一个喜欢过度竞争的人
[00:34:18] 呃
[00:34:19] 我觉得我不惧怕竞争
[00:34:20] 但是我觉得确实
[00:34:22] 我不喜欢过度竞争
[00:34:24] 并且
[00:34:25] 我觉得过度的竞争一定也不利于
[00:34:28] 创新
[00:34:29] 对
[00:34:30] 我觉得我觉得这个这个当然不是说A3班没有竞争
[00:34:32] 啊
[00:34:33] 其实有很强的竞争
[00:34:34] 你在这个竞争中是优胜者吗
[00:34:35] 没有被淘汰出去
[00:34:37] OK
[00:34:38] 啊
[00:34:39] 对啊
[00:34:40] 但其实也不能叫淘汰了
[00:34:41] 就是其实是
[00:34:42] 大家觉得自己适合还是不适合
[00:34:43] 然后
[00:34:44] 你会选择继续留在这儿还是出去
[00:34:46] 对
[00:34:47] 你本科大概排第几
[00:34:50] 一共可能有三四十个人
[00:34:52] 可能排十几名
[00:34:55] 这样吧
[00:34:56] 没有特别卷自己
[00:34:57] 啊
[00:34:58] 没有没有特别卷自己
[00:34:59] 嗯
[00:35:00] 你你有想过要成为ACM班的
[00:35:02] 比如说第一名第二名吗
[00:35:03] 这是你的追求吗
[00:35:04] 我成为不了
[00:35:05] 对
[00:35:06] 哦
[00:35:07] 这真的真的成为不了
[00:35:08] 因为我们有很强的这些
[00:35:09] 对
[00:35:10] 啊
[00:35:11] 竞赛背景的学生
[00:35:12] 然后或者说这个评价的标准
[00:35:13] 其实我觉得也是多元化的
[00:35:14] 其实不好想谁是第一名第二名
[00:35:16] 或者说如果只看GPA的话
[00:35:17] 啊
[00:35:18] 那我觉得做不到
[00:35:19] 嗯
[00:35:20] 对
[00:35:21] 然后我觉得
[00:35:22] 而且我对这件事情
[00:35:23] 可能也是受了生存手册的启发
[00:35:25] 我觉得我也不是那么在意
[00:35:27] 所以你从那个时候就开始
[00:35:29] 非常追随自己的兴趣
[00:35:31] 是的
[00:35:32] 对
[00:35:33] 我觉得追随我的兴趣
[00:35:34] 并且
[00:35:35] 我会想方设法促成这件事情
[00:35:36] 对吧
[00:35:37] 尤其在申请的时候也是一样
[00:35:38] 嗯
[00:35:39] 刚才的一个例子是你去了新加坡国立
[00:35:41] 而没有去微软
[00:35:42] 嗯
[00:35:43] 亚原医院
[00:35:44] 对
[00:35:45] 申请的时候其实
[00:35:46] 对
[00:35:47] 这里面还有另外一个故事
[00:35:48] 就是当初差点失学
[00:35:49] 啊
[00:35:50] 但也没有失学
[00:35:51] 就是还是有一些offer
[00:35:52] 嗯
[00:35:53] 但是也是没有一个
[00:35:54] 我想去的做计算机视觉的老师的offer
[00:35:57] 哦
[00:35:58] 这件事情让我非常非常的沮丧
[00:36:01] 然后一度我会想
[00:36:03] 好吧
[00:36:04] 那我可以去做一些
[00:36:05] 关于推荐系统的研究
[00:36:06] 一些更加
[00:36:07] 啊
[00:36:08] you know
[00:36:09] 机器
[00:36:10] 机器学习的研究
[00:36:11] 哦
[00:36:12] 啊
[00:36:13] 然后
[00:36:14] 然后我就我就开始疯狂的跟大家写邮件
[00:36:16] 就是套词邮件
[00:36:17] 嗯
[00:36:18] 对
[00:36:19] 然后
[00:36:20] 然后这个涂涂文老师的涂涂教授
[00:36:21] 然后回复了我
[00:36:22] 啊
[00:36:23] 但这件事情已经非常非常晚了
[00:36:24] 因为你知道大家申请phd一般都是要4月15号就截止了
[00:36:28] 对吧
[00:36:29] 我其实4月才收到了这个回复
[00:36:31] 哦
[00:36:32] 对
[00:36:33] 然后
[00:36:34] 你最想去的老师是谁啊
[00:36:35] 在那个时候
[00:36:36] 啊
[00:36:37] 那时候其实做计算机视觉的老师不多
[00:36:39] 对吧
[00:36:40] 然后我觉得涂老师当然是一个我非常非常敬佩的一位老师
[00:36:42] 所以我觉得他也是我的一个top choice
[00:36:45] 对
[00:36:46] 嗯
[00:36:47] 然后当然了还会有很多你当然说像
[00:36:50] 像在斯坦福伯克利这个MIT都会有有很多这些计算机视觉的先驱啊
[00:36:56] 但那时候这个啊超过我的能力范围之内
[00:37:00] 嗯
[00:37:01] 对
[00:37:02] 所以
[00:37:03] 所以我跟涂老师发这个邮件
[00:37:05] 然后他就
[00:37:06] 啊
[00:37:07] 回复了我
[00:37:08] 然后我还非常记得非常清楚
[00:37:11] 啊
[00:37:12] 因为有时差嘛
