[00:00:00] 我觉得可能是有史以来最激烈的一次科技竞争
[01:34:47] 走过的弯路
[01:34:48] 不重蹈它的覆辙
[01:34:50] 我觉得最终其实就是事业是由人决定的
[01:34:53] 所以我觉得如果
[01:34:55] 比如我包括
[01:34:56] 这个创始团队大家不能完成本质的成长
[01:34:59] 最后路径肯定还是类似
[01:35:01] 就是如果人不能成长
[01:35:02] 事是会被重复的
[01:35:04] 这首先是一个本质
[01:35:06] 然后第二点我自己感觉就是
[01:35:10] 很多东西原来我们其实
[01:35:12] 其实很多大家学习比较好的同学可能觉得很多是能一次性做对
[01:35:16] 但在商业角度我觉得还是有很多经验其实是很反人性的
[01:35:20] 比如在商业角度我之前提过一个观点就是
[01:35:23] 其实有的时候慢就是快
[01:35:25] 这其实历史上也证明就是
[01:35:28] 这些其实是反直觉
[01:35:30] 那包括我觉得
[01:35:32] 很多
[01:35:33] 很多从组织和战场认知
[01:35:36] 我觉得在经过这十几年的积累我觉得还是有价值
[01:35:39] 所以
[01:35:40] 我觉得首先要做到一点不要犯一个同一个错误犯两遍
[01:35:44] 这个我觉得就已经
[01:35:46] 可能能够能够回避很多的问题
[01:35:49] 然后第二点我觉得内心还是要比较
[01:35:52] 坚定吧
[01:35:52] 就是
[01:35:54] 还是要把自己的路走好
[01:35:55] 因为AI的竞争
[01:35:57] 确实非常的综合和立体
[01:35:59] 就是
[01:36:00] AI这个领域几乎是所有
[01:36:03] 所有这个
[01:36:05] 懂技术的不懂技术的大公司小公司都想做的事情
[01:36:09] 在这个赛道里我觉得刚刚讲到
[01:36:11] 还是要找到这个想做能做可做三者的交集
[01:36:15] 且要等到那个交集
[01:36:16] 因为这样的交集不是每个实验都有的
[01:36:20] 所以我觉得能够用更平和的心态来应对
[01:36:23] 这样这场可能最快速的战斗
[01:36:26] 可能是一个蛮关键的一个因素
[01:36:27] 如果今天要是你做战略取舍你能取舍吗
[01:36:31] 我们已经做了战略取舍
[01:36:32] 舍了啥
[01:36:34] 我们这么聚焦就是聚焦做AI终端这件事情
[01:36:38] 但终端还是比较多吗
[01:36:40] 我们就是车和
[01:36:42] 未来偏手持和穿戴式的这两个领域吧
[01:36:45] 大脑是不能舍对吧
[01:36:46] 大脑和躯体有能舍的吗
[01:36:48] 大脑肯定是不能舍的
[01:36:50] 最重要的还是大脑
[01:36:52] 但我觉得这里面
[01:36:53] 其实存在叫做最小闭环的问题
[01:36:55] 就是
[01:36:56] 其实之前大家做产品叫MVP
[01:36:59] 就是叫最小的集合
[01:37:00] 商业也存在最小集合
[01:37:02] 所以我认为大脑加上我们现在里面的车加上
[01:37:06] 创新的AI终端这个硬件就这个要素我觉得已经是最小级了
[01:37:10] 因为你经历过很多战场
[01:37:12] 有安防的有手机的有车的等等等等
[01:37:15] 你发现你自己更擅长打什么样的战
[01:37:19] 什么样的战更容易打赢啊
[01:37:20] 我觉得还是要技术和产品占比过来
[01:37:23] 我觉得我自己其实还是
[01:37:26] 对事更感兴趣
[01:37:27] 就是跟人相关的事情可能
[01:37:30] 没有那么擅长
[01:37:31] 所以
[01:37:32] 可能还是希望他技术产品的占比会高一些
[01:37:35] 你看最近那个伊利尔说我马上要进入研究时代
[01:37:38] 你对接下来的技术
[01:37:40] 发展会有什么预判吗
[01:37:42] 我总体感觉其实这个技术路线途径在这里
[01:37:46] 但是里面很多关键细节可能还没有实现
[01:37:49] 比如从学习范式角度
[01:37:51] 从模仿
[01:37:52] 到强化学习
[01:37:53] 现在的强化学习的后半段
[01:37:54] 到后面不管怎么定义比如叫自主学习也好
[01:37:57] 我觉得这大的三个学习范式基本就是这样
[01:38:00] 然后往下看比如我们的记忆的这套
[01:38:03] 这是一条线
[01:38:04] 记忆整个系统怎么去搭建
[01:38:06] 长短
[01:38:07] 这些记忆怎么来实现这也是一个非常重要的一个内核
[01:38:11] 然后以及
[01:38:12] 真正刚才讲的从语言走向
[01:38:15] 多模态
[01:38:16] 走向时间模型
[01:38:17] 这个也是个很确定性的
[01:38:19] 一条主线
[01:38:21] 总体我觉得就是学习范式
[01:38:23] 记忆
[01:38:24] 然后真正从模型从数字世界走向物理世界
[01:38:27] 这三件事情我觉得
[01:38:29] 我认为都会在未来五年左右都能够去比较好的被解决
[01:38:32] 当这些要素都解决完之后我觉得至少现在电影的AGI
[01:38:36] 应该大概就能实现
[01:38:38] 所以我觉得路径是比较明确的
[01:38:40] 我是没有很同意这个所谓research相关的事情
[01:38:43] 就说是说我们现在这个skin law里面
[01:38:46] 缺乏几个关键模块
[01:38:48] 所以需要
[01:38:49] 学习更多的科研包括比如transformer的下一代是什么
[01:38:52] 但是我觉得
[01:38:53] 我觉得总体它还是一个
[01:38:54] 大系统工程的
[01:38:56] 为主导的体系
[01:38:57] 中间其实需要有很多研发来驱动
[01:39:01] 你怎么看世界模型你觉得这个有多远
[01:39:05] 世界模型跟
[01:39:06] 跟整个的产业落地很相关
[01:39:09] 比如现在在车这个领域里世界模型就是个确定性的事情
[01:39:12] 特斯拉已经
[01:39:13] 初步实现了那国内我觉得
[01:39:14] 比如像千里我们也很有信心比如在未来一年时间可以把
[01:39:18] 这个领域的世界模型就构建出来
[01:39:21] 但其他的更general的一些世界模型
[01:39:23] 其他需要跟场景
[01:39:25] 是相相关的
[01:39:26] 因为它跟数据相关因为
[01:39:27] 世界模型的数据不天然存在
[01:39:29] 所以这里面其实都
[01:39:31] 会需要有数据有场景
[01:39:34] 和有应用的三者要形成一个循环
[01:39:36] 才能形成好的世界模型
[01:39:40] 它还是在一个领域内不能完全放话
[01:39:45] 你觉得未来三到五年大模型公司胜负手是什么
[01:39:48] 七月星辰怎么让自己
[01:39:50] 能够在第一梯队
[01:39:53] 两点第一点就是技术上能够咬得住
[01:39:56] 就是真正能够
[01:39:57] 世界
[01:39:59] 顶级模型它的研发能力组织能力是不是能够去构建起来这个我觉得是一个不断
[01:40:04] 加码的过程
[01:40:05] 互相竞争会很激烈
[01:40:06] 你投多少钱
[01:40:09] 我预判一年三十一时起步
[01:40:11] 一年三十一时起步
[01:40:13] 我觉得可能三十一到五十一吧
[01:40:16] 在技术研发
[01:40:17] 七月下一笔钱会来自于哪里
[01:40:20] 因为有的现在大模型公司在融资有的在上市
[01:40:23] 我们在综合考量吧
[01:40:25] 就是一级二级市场都有在考虑
[01:40:27] 资金还是非常的关键
[01:40:29] 这是第一个
[01:40:31] 第二个就是应用
[01:40:32] 能不能有一个
[01:40:34] 比如我们看五年时间的话
[01:40:35] 就是如果我们认为每年只要花三十亿
[01:40:38] 代表这是一个一百五十亿的
[01:40:40] 打底的投入
[01:40:41] 反而来讲就是在
[01:40:43] 三到五年之后能不能有一个核心你自己的运用
[01:40:46] 能够让你有可能每年有
[01:40:49] 三十到五十亿的利润
[01:40:50] 这是一个一个数学题
[01:40:52] 就这两件事情都得
[01:40:54] 满足才有机会走到那个阶段
[01:40:56] 不能是2B的
[01:40:59] 在中国不能
[01:41:00] 在国外可能可以
[01:41:02] 中国为什么2B这么不好做
[01:41:05] 我个人感觉中国2B的市场本质上是2G的市场
[01:41:08] 因为
[01:41:09] 本账是由政府和
[01:41:12] 央国企业往外去做覆盖的整个弊端市场
[01:41:15] 就这个市场其实是有自己独特性的
[01:41:18] 然后
[01:41:19] 在这类客户之外其实就是
[01:41:22] 几大客户
[01:41:22] 金融
[01:41:23] 互联网公司
[01:41:24] 然后
[01:41:25] OEM体系基本上中国大B就这几个领域
[01:41:29] 那政府首先其实他需要非常好的
[01:41:32] 这个整个的商务的能力
[01:41:34] 然后
[01:41:35] 在
[01:41:36] 比如说面向这个OEM体系和互联网公司
[01:41:40] 那他们本身自研的比例也很高
[01:41:42] 所以他们可能很多外在的
[01:41:44] 整个的不管是AE还是其他软件服务也都比较小
[01:41:47] 所以总体我觉得中国的大B的市场
[01:41:50] 其实是比较挑战
[01:41:51] 中小B的话
[01:41:53] 我觉得
[01:41:55] 中小B中国的中小B更像C
[01:41:57] 所以这是为什么像淘宝这些原来做小B
[01:42:00] 可能能起来
[01:42:00] 那边可能更多是
[01:42:02] 按照C端的打法来做
[01:42:04] 把2B当2C要好一点
[01:42:06] 像中国
[01:42:07] 对但是要看所以之前曾经讲过叫这个叫什么Product Leading的这个Growth
[01:42:13] 就是用产品驱动增长
[01:42:15] 这些都一定是要小B或者接近C端用户才能做到
[01:42:18] 就像丁丁飞书这些可能类似
[01:42:20] 这种片子
[01:42:22] C端的
[01:42:22] 虽然是B但是小B
[01:42:24] 有C端属性的
[01:42:25] 这个可以靠产品来做
[01:42:27] 如果回望你过去这十几年的创业
[01:42:30] 你觉得最难的是哪些时候
[01:42:34] 我倒觉得没有什么moment是最难的但是本站我觉得还是最难点是要克服自己的短板
[01:42:40] 就是比如说我自己觉得技术角度我觉得还是比较有信心的
[01:42:43] 但其实对管理
[01:42:45] 对资本市场
[01:42:46] 对销售这些我觉得都是自己不熟悉的领域
[01:42:49] 这些领域我觉得
[01:42:51] 就真正是
[01:42:52] 完成短板的那个
[01:42:53] 那个成长部分是最痛苦的
[01:42:55] 因为它其实跟你的
[01:42:56] 天然的能力是
[01:42:58] 不相通的所以你需要真的去做出很多的努力甚至是校正
[01:43:02] 才能够真正
[01:43:03] 完成这样的这样的成长
[01:43:05] 有哪几年是你这种节约变化比较
[01:43:08] 迅速的
[01:43:11] 你会把自己的十几年创业分成那几个阶段吗
[01:43:14] 对我们可能因为一年创业可能
[01:43:18] 一到一三年可能是早期探索期我们做过游戏做过这些
[01:43:21] 对
[01:43:22] 然后13年到
[01:43:24] 19年这
[01:43:25] 这五六年基本就是坚定去做2B领域
[01:43:28] 包含早期的金融
[01:43:30] 手机后来也有一些安防的领域
[01:43:31] 当时在2C和2B之间摇摆吗
[01:43:34] 没有
[01:43:35] 没有
[01:43:35] 因为当时觉得C端当时几乎还没有ready
[01:43:39] 19年之后其实从上市
[01:43:42] 2D上市到这个过程中其实可能是资本市场和商业化
[01:43:46] 其实是占据主体
[01:43:48] 所以总体我觉得三个阶段吧
[01:43:50] 那当然现在是一个新的阶段
[01:43:52] 当CEO是什么感觉
[01:43:56] CEO
[01:43:58] 其实过程中我其实一直
[01:44:00] 在找CEO
[01:44:01] 我其实在早期的过程中我都一直希望有一个更有经验的人其实能够来带领一个团队能更好地完成结果
[01:44:08] 但最终一般都很难
[01:44:09] 因为你首先如果不是创业团队很难在团队中有这样的
[01:44:13] 威信和幸福力
[01:44:14] 你不想做CEO是吧
[01:44:16] 我觉得我没有太所谓是不是CEO
[01:44:20] 对我觉得如果这件事
[01:44:22] 能做成
[01:44:22] 我觉得都可以
[01:44:23] 但后来发现其实在外面找很难
[01:44:27] 就是AI这个领域他对
[01:44:29] CEO的要求
[01:44:30] 首先技术上我觉得还是要有技术的判断力的
[01:44:33] 同时他要能够学习好他所在的商业和产品
[01:44:36] 所以其实还是一个很
[01:44:38] 比较新的和全面的要求
[01:44:40] 所以能征用这样的人其实也并不容易
[01:44:43] 你觉得你自己变化很大的是哪些
[01:44:46] 我觉得可能第一首先更成熟吧对很多事情的预期其实原来很多预期可能会更乐观
[01:44:52] 现在可能是从乐观调整到谨慎乐观就总体我觉得大家创业都还是得是挺乐观
[01:44:57] 因为创业本账是概率
[01:45:00] 所以创业其实成功概率特别像做大模型这些概率其实是
[01:45:03] 还是很挑战
[01:45:04] 所以
[01:45:05] 愿意去
[01:45:07] 去去投入到一项可能概率没有那么高但是
[01:45:10] 但是仍然觉得是很有意义的事情上首先就是要乐观
[01:45:14] 所以
[01:45:15] 从乐观到谨慎乐观那做事可能会更加
[01:45:18] 对很多困难的预期会更高
[01:45:20] 所以这个首先是一个
[01:45:22] 态度的变化
[01:45:23] 第二个我自己感觉在
[01:45:25] 风格各方面我觉得可能
[01:45:27] 我之前内部曾经讲过就是我觉得
[01:45:29] 推荐一个体会就是说其实很多事情是两个轴
[01:45:32] 就原来我们做技术的时候感觉拿着锤子找钉子其实你会发现研发的同学他往往其实是
[01:45:37] 怀出的乐观
[01:45:39] 和一个大的方向他会不断的投入资源去往那方向去靠近
[01:45:42] 但其实
[01:45:43] 如果从商业化结构讲他其实是一个以中为实他是要倒退的
[01:45:47] 为什么我说很多事情都是两个点
[01:45:49] 就在于就说其实除了技术之外
[01:45:52] 技术的范式的判断之外
[01:45:54] 商业模型的判断也很重要
[01:45:56] 就这两个点可能得不断在你脑中
[01:45:58] 可能
[01:45:58] 牵扯
[01:45:59] 就因为你在做一个角色的时候你可能不能只是说我
[01:46:02] 对这个技术有
[01:46:03] 很强的passion所以我做了
[01:46:05] 可能在这个基础上你还得说
[01:46:06] 他怎么能去商业闭环
[01:46:08] 就这两个
[01:46:09] 像两个
[01:46:10] 弹簧一样要一直拉扯你最终让你做出一个能够兼顾这两个之间的一个选择我觉得还是挺重要的
[01:46:16] 过去两年你在这两个弹簧中拉扯出什么结果
[01:46:20] 就是现在这样一条路径
[01:46:21] 就是我觉得第一
[01:46:23] 我觉得千里以AI和车为结合
[01:46:26] 包括我们
[01:46:27] 从吉利开始我们未来能够更
[01:46:30] 更广泛的跟更多的车厂来形成一个好的
[01:46:34] 共生体能够真的把从质架到座舱到robotaxi
[01:46:39] 这几大场景的AI架车上能落地
[01:46:42] 那这个首先是第一大场景
[01:46:44] 所以能够要先形成闭环
[01:46:46] 同时接越我觉得能够
[01:46:47] 以核心技术为驱动
[01:46:49] 刚讲
[01:46:49] 驱动第二个
[01:46:50] 大终端体系
[01:46:52] 所以这个我觉得基本上是我们过去
[01:46:54] 平衡完之后
[01:46:55] 可能我的能力和水平能够想到一个
[01:46:58] 我们有机会能够走出来一条路吧
[01:47:01] 所以中国其实有一个文化叫商中勇的文化
[01:47:03] 就是中国其实
[01:47:04] 有的时候可能有时候年轻其实
[01:47:08] 可能年少成名
[01:47:09] 然后可能会被追捧
[01:47:11] 然后他自己会膨胀然后后面可能会
[01:47:14] 再从高处再跌下来
[01:47:16] 可能有这样的一些故事
[01:47:17] 但我觉得技术这件事情本身就是一个长期的一件事情
[01:47:20] 所以我刚讲其实一个技术同学
[01:47:23] 他其实做科研很多年
[01:47:25] 他也
[01:47:26] 已经习惯了这个起伏就是因为本账里去研究一件事情就是会有很多起伏
[01:47:30] 所以就能够做冷板凳
[01:47:33] 内心这些人往往还是比较淡定
[01:47:35] 不太会被
[01:47:36] 外界的太多东西所影响
[01:47:38] 你觉得你可以做冷板凳
[01:47:40] 可以
[01:47:41] 你最久做过冷板凳是什么
[01:47:45] 我估计是五六年也算模类上的冷板凳吧
[01:47:48] 我觉得磨砺了你的心性
[01:47:50] 对
[01:47:51] 或者我不要做冷板凳其实我本身是一个比较爱的人所以我其实觉得如果这个事能做成其实
[01:47:56] 大家关注度少一点我觉得是更好
[01:47:58] 所以我倒也没有觉得
[01:48:00] 对冷板凳那件事有那么那么
[01:48:02] 大的
[01:48:03] 介意
[01:48:04] 过去这五六年周围人会评价你有什么变化吗
[01:48:08] 我觉得可能觉得更成熟一些同时在商业上可能更加
[01:48:11] 决断力更强一些
[01:48:13] 比如说
[01:48:14] 以前你不会做什么现在会做什么
[01:48:17] 我就做决策更果断吧
[01:48:19] 然后包括
[01:48:20] 比如说
[01:48:21] 不管是
[01:48:22] 在用人上不管是招人还是开人
[01:48:24] 可能都更决绝一些
[01:48:26] 包括办公室选择是吗
[01:48:29] 对
[01:48:30] 我觉得办公室觉得没那么重要
[01:48:32] 对就是其实
[01:48:34] 总体我觉得还是以节约为核心吧
[01:48:36] 以节约为核心
[01:48:37] 在这个过程中李舒福董事长有给过你什么建议没有啊
[01:48:41] 吉利其实我学到很多当然我还在过程中
[01:48:44] 吉利实际上我觉得是一个
[01:48:46] 组织非常有战斗力的组织
[01:48:48] 是吉利的文化
[01:48:49] 之前
[01:48:50] 讲到就是第一叫用户之上
[01:48:52] 然后战略牵引
[01:48:53] 然后第三点其实挺有意思叫原动力保障
[01:48:56] 原动力的意思就是说其实要激发每个人
[01:48:58] 他不管是因为
[01:49:00] 有这种激励去正向吉利还甚至说他有赛马机制是能够
[01:49:04] 能够激励他能做得更好我觉得都让大家能够有更强的战斗力让组织更有活力
[01:49:09] 这点很重要然后
[01:49:10] 吉利我觉得也是一个
[01:49:12] 项目管理做得非常好的一个体系
[01:49:14] 所以我觉得吉利
[01:49:15] 有非常很多值得学习的东西
[01:49:17] 所以我们也希望能够
[01:49:19] 作为吉利的大生态首先把吉利服务好
[01:49:22] 但同时
[01:49:23] 也能够去服务更多的车企
[01:49:25] 你觉得以19年前你的性格你会愿意
[01:49:27] 就是做支架这个事吗
[01:49:29] 就是all in支架这个事
[01:49:31] 愿意
[01:49:31] 是愿意的
[01:49:32] 当时没有看到
[01:49:34] 没有意识到这个机会最大
[01:49:36] 我当时觉得他没那么快
[01:49:37] 应当技术不收敛
[01:49:39] 哦
[01:49:40] 19年你觉得还没有收敛
[01:49:42] 你觉得你什么时候会收敛
[01:49:44] 我觉得技术收敛也就三四年时间
[01:49:47] 所以我们接网禁就是因为技术收敛
[01:49:49] 我们才进
[01:49:50] 但是其实我觉得就是
[01:49:52] 稍微再早了两年也没问题
[01:49:54] 大模型现在也不收敛
[01:49:56] 现在算收敛吗
[01:49:57] 我就算是主线是很清醒
[01:50:00] 所以现在进不算早进得太早
[01:50:02] 对
[01:50:02] 不过这个窗户气本来给每个人留的也很短
[01:50:05] 对
[01:50:06] 你觉得姚班对你影响大不大
[01:50:08] 我觉得还是非常大的
[01:50:09] 就是姚班第一我觉得还是汇齐了很多很优秀的同学
[01:50:12] 姚班我觉得姚先生其实是一个非常
[01:50:15] 有这个
[01:50:16] 这个国际事业在学术方面
[01:50:19] 所以我觉得姚班
[01:50:21] 可能给我最大的
[01:50:22] 一个
[01:50:24] 一个认知上的帮助
[01:50:25] 就是还是要站在
[01:50:26] 世界一流的水平思考问题
[01:50:28] 原来我们可能认为
[01:50:30] 我是
[01:50:31] 清华中国最优秀的学生
[01:50:34] 姚先生我记得在最早的一栏课就说
[01:50:37] 你们应该是
[01:50:38] 全球最棒的本科生
[01:50:39] 那你去思考问题去解
[01:50:42] 解问题就应该解
[01:50:43] 史上最难的问题
[01:50:44] 我觉得还是一个
[01:50:46] 这样的心智的建立其实使得我们敢于去挑战
[01:50:49] 很多
[01:50:50] 最难的一些课题
[01:50:51] 其实创业是解一个题
[01:50:54] 你觉得现在解的是一个什么样的题
[01:50:57] 解的是一个
[01:50:59] 超多元方程
[01:51:01] 然后
[01:51:02] 还是一个很难的一件事情
[01:51:04] 如果接下来这十年你做不成什么样你觉得自己
[01:51:07] 失败了
[01:51:08] 我倒觉得对结果没有那么执念而是说在这个过程中我有没有真正把我认为正确的方法论
[01:51:14] 能够实践下去
[01:51:16] 就是我觉得这个过程很重要
[01:51:18] 这个是
[01:51:19] 一个成长对吧
[01:51:20] 没有那么追求某一个目标了
[01:51:22] 因为你能努力的是过程
[01:51:24] 结果这件事情是很多综合因素但是
[01:51:27] 这件事你不能
[01:51:29] 首先你不能做正确的事我觉得首先先选择方向
[01:51:31] 我认识正确的事
[01:51:32] 同时要以正确的方式来做
[01:51:34] 这两年能做到最后的结果我觉得
[01:51:37] 不会太长
[01:51:37] 你想实践的正确方法论有包括哪些
[01:51:40] 就包括我觉得我们之前讲双轮驱动就是技术上首先
[01:51:44] 要持续投入到技术技术的研发当中同时
[01:51:47] 商业的模式特别特重要
[01:51:49] 其实我现在见了很多
[01:51:50] 不同的人很多人都说商业不重要
[01:51:52] 我觉得商业非常非常重要
[01:51:54] 就是
[01:51:55] 不管
[01:51:55] 商业不重要
[01:51:56] 各种类型的
[01:51:57] 的人
[01:51:59] 就是觉得
[01:52:00] 好像似乎只把技术做好我觉得是远远不够的
[01:52:03] 因为首先
[01:52:05] 这个模型本质上
[01:52:06] 大模型它其实也是越来越被产品
[01:52:08] 和场景牵引
[01:52:10] 所以如果做不好好的产品比如说像coding这件事情
[01:52:12] 如果你本身不是
[01:52:14] 有最好的这个
[01:52:15] web coding的这些产品
[01:52:17] 你是非常难把这个技术做好的
[01:52:19] 因为你
[01:52:19] 你的数据
[01:52:20] 用户的这些hard case是不知道的
[01:52:22] 所以我觉得本身
[01:52:24] 想法就是做好的前提一定是把产品
[01:52:26] 做好把商业做好
[01:52:27] 所以这个我觉得首先这个
[01:52:29] 两边并举而不要仅仅是技术驱动
[01:52:31] 我觉得是很重要的
[01:52:32] 第二点我觉得是在构建组织上我觉得要能够构建一个自己认为理想的组织
[01:52:37] 能够把
[01:52:38] 更多
[01:52:39] 各种领域上最优秀的同学能聚集起来
[01:52:42] 不光是说治理上
[01:52:43] 同时可能还有在其他各方面的能力上能够都
[01:52:46] 非常好的同学
[01:52:47] 用正确的价值观
[01:52:48] 能汇集起来
[01:52:50] 坚持做
[01:52:51] 包括我觉得2C的
[01:52:52] 软硬件结合的这样的一个领域
[01:52:54] 这都是我想做的事情
[01:52:55] 或者我觉得不能说是我
[01:52:57] 而是我们这帮人大家
[01:52:59] 坚持在这里可能想做的事情
[01:53:01] 我觉得其实我这个概念其实已经越来越小
[01:53:04] 是代表一群人
[01:53:06] 这群人愿意做这件事情
[01:53:08] 什么时候开始放下ego呢
[01:53:10] 放下我
[01:53:11] 原来ego就没那么大但是我觉得过程中可能越来越小
[01:53:14] 就是
[01:53:16] 我觉得一群人能把一件事做成还是更重要的
[01:53:18] 且
[01:53:18] 这件事也必须一群人做成
[01:53:21] 你现在
[01:53:22] 让你还有特别强的passion
[01:53:24] 然后非常兴奋的事情是什么呀
[01:53:27] 我一直不是个很有passion的人
[01:53:29] 一直不是个很有passion的人
[01:53:31] 我觉得有些passion就是
[01:53:33] 人的passion总量是
[01:53:35] 有限的
[01:53:36] 所以有些人的passion是
[01:53:38] 这种
[01:53:39] 就是所谓的
[01:53:41] 这种
[01:53:41] 尖峰型的就是或者
[01:53:43] 突然上来有个很高的波峰然后
[01:53:45] 波动性的这些这是一类性格
[01:53:48] 那我觉得
[01:53:49] 就像我的性格可能更适合长期
[01:53:50] 对一件事情比如对AI我觉得是很有passion
[01:53:53] 他这个passion得
[01:53:54] 长期坚持和释放
[01:53:56] 对
[01:53:57] 你十年前也这样是吧
[01:53:58] 对
[01:53:59] 你十年前讲话
[01:54:00] 就是也是
[01:54:01] 挺的
[01:54:01] 对
[01:54:03] 为什么呀
[01:54:04] 这个是怎么形成的
[01:54:06] 这就是原生态的个性
[01:54:10] 然后你们公司另外一个人会有passion
[01:54:12] 对我们这个技术同学有很多不同的个性
[01:54:15] 我觉得应该
[01:54:16] 我自己其实非常喜欢多元性
[01:54:18] 就多样性
[01:54:19] 我觉得一个团队里应该也有多样性
[01:54:21] 就大家
[01:54:23] 这个不同的人在一起能够互相碰撞其实还是给对方
[01:54:26] 彼此有很多
[01:54:28] 很多不同的视角和乐趣
[01:54:30] 今天对你来说诱惑多吗
[01:54:32] 不太多
[01:54:33] 不太多
[01:54:35] 你现在看到什么
[01:54:36] 别人觉得是机会你觉得
[01:54:38] 他只是一个诱惑
[01:54:41] 我觉得巨生早了点
[01:54:45] 就现在巨生这些公司大家可能也意识到这点所以
[01:54:47] 都很寂静了
[01:54:49] 会不会觉得今天太保守了你
[01:54:52] 我觉得还好
[01:54:54] 做这么多事
[01:54:55] 保守的人不应该做这么多事
[01:54:57] 这些事还是有点多的
[01:54:59] 我是希望事越做越少
[01:55:00] 还能砍吗
[01:55:02] 还能取舍吗
[01:55:03] 我觉得这最小气了就是模型加上中断
[01:55:06] 可能是
[01:55:07] 未来也不会太扩展
[01:55:08] 就是只是把这件事做得越来越
[01:55:11] 扎实吧
[01:55:12] 你今天想对20
[01:55:14] 2011年的运气说一句话
[01:55:16] 如果要说一句话你会说什么
[01:55:17] 没什么想说的
[01:55:20] 因为你看这一般这种问题那最后一般大家都说什么
[01:55:24] Be yourself
[01:55:25] 就做你自己
[01:55:26] 那就本账就说其实
[01:55:29] 大部分人
[01:55:31] 没有那么多遗憾吧
[01:55:32] 就是我觉得这条路径
[01:55:33] 走过来是一个
[01:55:35] 必然的一条路径
[01:55:36] 我觉得核心是怎么
[01:55:38] 往后走吧
[01:55:39] 你对下个十年的期待是什么呀
[01:55:41] 下个十年我还是很期待中国能够
[01:55:44] 在AI这个领域里
[01:55:45] 能够出世界级的公司
[01:55:47] 需要是你吗
[01:55:51] 最好是我
[01:55:51] 但也不一定要是我
[01:55:52] 我觉得这个最终可能
[01:55:54] 我们中国一定会有这样的公司
[01:55:56] 并且我觉得设计的公司定义不光是说商业结果上的
[01:56:00] 我觉得也包含它对
[01:56:02] 整个技术的
[01:56:03] 真正最前沿潮流的引领
[01:56:05] 以及某种意义上的一种
[01:56:07] 企业文化和价值观的引领
[01:56:08] 就是我觉得能做到引领是很重要的
[01:56:12] 不光是商业的结果
[01:56:14] 我觉得有这个潜质
[01:56:16] 你今年最多的一个思考是什么
[01:56:18] 25年
[01:56:21] 25年坦诚讲思考
[01:56:24] 深度思考没有那么多
[01:56:25] 因为25年更像是把
[01:56:27] 2.0的这些
[01:56:28] 自己想清楚的事情再去布局和实现
[01:56:32] 所以总体我觉得25 26年可能是
[01:56:35] 是不是一个比较
[01:56:37] 匆忙的状态
[01:56:38] 但是希望25 26年把这些
[01:56:41] 布局做完之后未来能够真正
[01:56:43] 沉下来能够真的把这些产品
[01:56:45] 和技术做好
[01:56:47] 现在还没有到这个点吗
[01:56:48] 现在正在过程中
[01:56:51] 你现在的一天是什么样的
[01:56:53] 安排
[01:56:53] 时间安排
[01:56:54] 我觉得可能还是
[01:56:56] 现在工作强度还蛮大的
[01:56:58] 现在基本上每天可能
[01:57:00] 得干到一到两点钟
[01:57:02] 早上可能七八点钟
[01:57:03] 所以我觉得每天工作时长还是蛮长的
[01:57:06] 然后
[01:57:09] 我觉得基本上就是可能
[01:57:11] 也相对会
[01:57:12] 按照自己的这个计划排的比较
[01:57:15] 有顺序
[01:57:16] 然后这几个不同的板块
[01:57:18] 每周也都会有相关的会议和
[01:57:21] 包括内部外部吧
[01:57:22] 因为现在我自己感觉还是最近在花挺多时间
[01:57:25] 在外部见候选人
[01:57:26] 就是团队还是需要有更多
[01:57:28] 更多同学来一起来做这件事情
[01:57:30] 我们的这样的一个事业我觉得也还是挺有感召力的
[01:57:35] 你是怎么
[01:57:35] 感召候选人
[01:57:39] 就是比较真实的把我们想做的事情跟大家讲
[01:57:42] 然后就会自然去筛选
[01:57:44] 就是有些同学就自然
[01:57:46] 比如说首先AI就是一件很有感召的事情
[01:57:49] 然后我认为把AI跟
[01:57:51] 物理世界
[01:57:52] 不管叫physical AI还是叫未来AI终端
[01:57:55] 这件事本身大家也都
[01:57:56] 很多人就很感兴趣
[01:57:58] 就是不同的人有些人可能很喜欢虚拟世界
[01:58:01] 我自己其实是非常喜欢现实世界
[01:58:03] 喜欢这个物理世界
[01:58:05] 你为什么喜欢现实世界
[01:58:07] 我认为它更真实更丰富
[01:58:09] 你现在的生活上快乐体现在
[01:58:11] 在哪里生活上的热情
[01:58:14] 生活上的热情最近生活热情的标准
[01:58:16] 降得比较低
[01:58:17] 就是
[01:58:18] 我现在每天晚上能睡觉的时候都挺开心的
[01:58:20] 就是觉得今天的事干完了
[01:58:23] 对
[01:58:24] 好吧
[01:58:25] 快乐永远是一个差值
[01:58:27] 就是你的
[01:58:29] 就是所以快乐没有绝对的快乐快乐总是
[01:58:32] 这个
[01:58:34] 在你日常的情况下能够高过这个
[01:58:37] 你会快乐就是核心还是要有正向刺激
[01:58:39] 所以
[01:58:40] 有很辛苦的时候能够休息就是快乐
[01:58:43] 所以我觉得人核心是要有快乐的能力
[01:58:46] 有些人可能拥有很多他也不快乐
[01:58:48] 所以本质还是要
[01:58:49] 能够意识到这样的一个正向增量
[01:58:52] 然后并且享受这个增量你就能快乐
[01:58:55] 我还有几个快问快答
[01:58:56] 全球范围内一道你喜欢的食物
