[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 一位00后的华人女孩 名字叫洪乐彤
[00:00:33] 她的探索方向是AF4Net
[00:23:37] 做五年级的数学竞赛提及
[00:23:39] 就是一直做数学竞赛
[00:23:40] 更高级的
[00:23:42] 但是到初中的时候就开始
[00:23:44] 我为什么不去学学高等数学呢
[00:23:46] 所以就是开始看
[00:23:47] 就是微积分
[00:23:48] 就是等10分析
[00:23:50] 负分析
[00:23:50] 然后就觉得非常有意思
[00:23:53] 因为它不像是一个零和游戏了
[00:23:55] 就是做数学竞赛的时候
[00:23:56] 总觉得
[00:23:57] 就是
[00:23:58] 其实
[00:23:58] 比如说在这个
[00:24:00] 广东省的这种奥数
[00:24:01] 这种这个训练环境下
[00:24:03] 比较痛苦的一点
[00:24:06] 就是你的同学们
[00:24:07] 他们要跟你考同一场试
[00:24:08] 所以
[00:24:08] 对于一个
[00:24:10] 一个小孩来说
[00:24:11] 这种友谊的这种概念
[00:24:13] 也比较复杂
[00:24:14] 就是竞争
[00:24:15] 它就是特别存在
[00:24:16] 但是你如果是看高等数学
[00:24:19] 这个
[00:24:19] 你
[00:24:20] 它没有
[00:24:21] 它不是一个零和游戏
[00:24:22] 它是一个正和游戏
[00:24:23] 你
[00:24:23] 你可以自己就是到
[00:24:25] 你想到的这个深度广度
[00:24:27] 然后
[00:24:27] 你可以找一些
[00:24:28] 你们班里
[00:24:29] 就是对这个
[00:24:29] 比较感兴趣的同学们
[00:24:31] 一块去讲
[00:24:32] 然后你们不需要
[00:24:33] 某一天同时去参加
[00:24:34] 某一个考试
[00:24:36] 所以
[00:24:36] 但是你还是要回来
[00:24:37] 打这场零和游戏
[00:24:38] 对
[00:24:39] 我还是要打这个零和游戏
[00:24:40] 然后
[00:24:40] 这个就是零和游戏上
[00:24:42] 就非常吃亏了
[00:24:43] 有些时候
[00:24:43] 看到一个卷子吧
[00:24:45] 就是四道题
[00:24:46] 最后一道
[00:24:47] 你就发现是数论
[00:24:48] 数论多美啊
[00:24:49] 你可能刚最近
[00:24:50] 看了这个高等
[00:24:52] 高等数学里面
[00:24:53] 去学了更多
[00:24:54] 就是数论的
[00:24:55] 这种
[00:24:56] 这种
[00:24:57] 这种高级的
[00:24:58] 这个
[00:24:58] 这个概念
[00:24:59] 然后你就
[00:25:00] 一套卷子
[00:25:00] 你
[00:25:01] 如果你的理智会告诉你
[00:25:02] 你要在这个零和游戏中
[00:25:04] 取得高分
[00:25:04] 你应该先把
[00:25:05] 第一道欧式几何题
[00:25:07] 把它做出来
[00:25:07] 接着你做第二道
[00:25:08] 代数不等式
[00:25:09] 然后最后这道数论题
[00:25:11] 大概率你是做不出来的
[00:25:12] 你要是做出来
[00:25:13] 你就进省队了
[00:25:14] 然后所以
[00:25:15] 你不应该
[00:25:16] 拿到这个卷子的
[00:25:17] 第一课
[00:25:18] 先从最后这道题开始
[00:25:19] 但是我当时
[00:25:20] 由于我
[00:25:21] 就是课外的这种
[00:25:22] 非常浓厚的兴趣
[00:25:24] 加上我
[00:25:24] 非常的喜欢数论
[00:25:25] 我长大也是
[00:25:26] 就是做数论
[00:25:27] 我觉得我
[00:25:28] 非常非常的爱数论
[00:25:29] 于是我就会
[00:25:30] 先从这道题开始
[00:25:31] 然后一般来说
[00:25:32] 这个时间就开始流逝
[00:25:34] 然后在一个
[00:25:34] 一个固定的
[00:25:36] 一个比赛时长中
[00:25:37] 这是一个
[00:25:37] 不是最优的策略
[00:25:38] 你是一个
[00:25:40] 竞争力很强的人吗
[00:25:41] 因为你刚才也提到
[00:25:43] 就是
[00:25:43] 在打比赛的过程中
[00:25:45] 这是一场零和游戏
[00:25:47] 也会影响一些友谊
[00:25:48] 你是一个竞争力很强的人吗
[00:25:50] 我觉得我在
[00:25:51] 拒绝被驯化成为
[00:25:53] 一个竞争力很强的人
[00:25:54] 你在拒绝
[00:25:55] 对我在拒绝被驯化成为
[00:25:56] 你初中的时候意识到了
[00:25:57] 我意识到了
[00:25:58] 对我当时
[00:25:59] 你很难不意识到
[00:26:00] 你小学数学
[00:26:02] 奥数奥林匹克学校的时候
[00:26:04] 我记得
[00:26:04] 四年级到六年级
[00:26:06] 对吧
[00:26:06] 每一个月考一次试
[00:26:08] 然后每一个学期之后
[00:26:10] 他把你
[00:26:10] 一班到二十四班
[00:26:11] 全部重新排列
[00:26:13] 就是说
[00:26:14] 你如果
[00:26:14] 二十二二十三二十四班
[00:26:16] 是重点班
[00:26:17] 然后就是
[00:26:18] 一班在这个楼底
[00:26:20] 二十四班在楼顶
[00:26:21] 然后你
[00:26:22] 每学期之后
[00:26:23] 就是把你这个
[00:26:24] 就是同学们
[00:26:25] 就是换换教室
[00:26:27] 二十四班
[00:26:28] 那下去了
[00:26:28] 下到十九班了
[00:26:29] 不是重点班
[00:26:30] 你楼梯也往下走
[00:26:31] 你这个心情
[00:26:32] 肯定也不是特别好
[00:26:33] 你一班在哪
[00:26:34] 一班在楼底
[00:26:35] 我当时进去的时候
[00:26:36] 我是四班
[00:26:37] 然后我记得
[00:26:38] 就是就在这个洗手间旁边
[00:26:39] 这个感觉就是说明
[00:26:41] 这个我入学考试
[00:26:42] 考的是真差
[00:26:42] 对吧
[00:26:43] 不是天赋型选手
[00:26:44] 就某足了
[00:26:45] 就是想上这个
[00:26:46] 二十二二十三二十四的
[00:26:47] 那个楼顶
[00:26:48] 听说楼顶
[00:26:50] 这个风景也好
[00:26:51] 对吧
[00:26:51] 就
[00:26:51] 一个
[00:26:53] 一个四年级的
[00:26:54] 一个小朋友
[00:26:55] 他肯定是会
[00:26:55] 有这种
[00:26:56] 就是争强好胜心
[00:26:57] 就是在一个比较
[00:27:00] 大家就会有
[00:27:02] 这种压力的感受
[00:27:02] 然后
[00:27:03] 我后面是觉得
[00:27:04] 就是这个不好玩
[00:27:05] 我不想玩
[00:27:06] 后面是什么时候
[00:27:07] 初中吧
[00:27:09] 初一初二
[00:27:10] 就我开始看这个
[00:27:11] 高等数学书的时候
[00:27:13] 我就开始不太想玩
[00:27:14] 这个游戏了
[00:27:14] 那你做出了
[00:27:15] 什么样的改变呢
[00:27:16] 在你不想玩
[00:27:17] 这个游戏之后
[00:27:18] 就是客观条件上
[00:27:19] 你还是要去参加
[00:27:20] 那些考试
[00:27:21] 你还是要去排名
[00:27:22] 你还是要去竞赛
[00:27:23] 我不是那么在意了
[00:27:24] 就是我一直不到
[00:27:25] 初三
[00:27:26] 我没有
[00:27:27] 就是初三要打
[00:27:28] 初中数学联赛了
[00:27:29] 然后我
[00:27:30] 就是
[00:27:31] 开始
[00:27:32] 初一到
[00:27:33] 我临到
[00:27:34] 临初中数学联赛
[00:27:35] 我才开始准备
[00:27:36] 初中数学联赛
[00:27:37] 最后好像
[00:27:38] 好像也考得非常好
[00:27:39] 这个初中数学联赛
[00:27:40] 就是反正我当时
[00:27:41] 还特别就是惊讶
[00:27:42] 我觉得我肯定
[00:27:43] 是要考砸
[00:27:44] 但是
[00:27:44] 初中数学联赛
[00:27:45] 考得挺好
[00:27:46] 然后到高中的时候
[00:27:47] 就是更多的时间
[00:27:49] 就是
[00:27:49] 当时还学英语
[00:27:51] 对高中的时候
[00:27:52] 又更多的去
[00:27:53] 学英语
[00:27:54] 毕竟当时也打算
[00:27:54] 是要出国
[00:27:55] 所以就是
[00:27:56] 更多的时间
[00:27:57] 花在这一些
[00:27:58] 这一些事情上面
[00:27:59] 然后
[00:27:59] 我其实觉得
[00:28:02] 做出来的改变
[00:28:04] 改变其实就是
[00:28:05] 我发现一个
[00:28:06] 有意思的事情
[00:28:07] 就是你在一个群体里面
[00:28:09] 你如果发现
[00:28:10] 大家有一个
[00:28:11] 很清晰定义的
[00:28:12] 一个目标
[00:28:13] 然后每个人
[00:28:14] 都往这个目标
[00:28:14] 也就是当时的
[00:28:15] 不管是下一个季度的
[00:28:17] 什么数学竞赛
[00:28:18] 开始准备的时候
[00:28:20] 然后你自己有一套
[00:28:22] 完全不一样的
[00:28:23] 这个
[00:28:23] mental model
[00:28:25] 世界的
[00:28:26] 这个
[00:28:26] 这个模型
[00:28:26] 你就会开始找
[00:28:28] 这个群体里面的
[00:28:30] 一个tribe
[00:28:31] 一个部落
[00:28:31] 你会希望能够去建立
[00:28:33] 一个小的一个部落
[00:28:35] 然后去找
[00:28:36] 看谁跟你一样
[00:28:37] 想读这个
[00:28:38] 跟这个考试
[00:28:39] 没有关系的书
[00:28:41] 然后你就会和这些人
[00:28:42] 成为很好的朋友
[00:28:43] 我记得我初中的时候
[00:28:44] 有一个
[00:28:45] 有一个游戏
[00:28:46] 我到现在
[00:28:46] 其实我们也在
[00:28:47] 有时候
[00:28:47] 现在无聊也在玩
[00:28:48] 就是你有一个
[00:28:49] n乘n的一个格子
[00:28:51] 你有一个棋盘
[00:28:51] 比如说八乘八的
[00:28:52] 一个棋盘
[00:28:53] 然后你可以从这个
[00:28:54] 任何的一个格子开始
[00:28:56] 去做一个
[00:28:56] 走马步棋
[00:28:57] 就是你只能去走
[00:28:58] 这个跳马
[00:28:59] 就是二乘三
[00:29:00] 就是的这个
[00:29:01] 每一步
[00:29:01] 你只能这么走
[00:29:02] 然后你连续的
[00:29:04] 这样去走
[00:29:04] 然后你每走到一个格子
[00:29:06] 你就标一二三四
[00:29:08] 就这么开始标
[00:29:09] 最后你的目标是说
[00:29:10] 我能够走满
[00:29:11] 每一个格子
[00:29:12] 不重不重复
[00:29:13] 或者说
[00:29:14] 你走不满
[00:29:15] 每一个格子
[00:29:16] 你希望走到一个
[00:29:16] 更高的一个数
[00:29:17] 比如说八乘八的话
[00:29:18] 你希望尽量靠近64
[00:29:20] 你不要在
[00:29:20] 50你就停了
[00:29:22] 你希望至少到个59
[00:29:23] 就是
[00:29:23] 这个这个游戏
[00:29:25] 我当时我记得
[00:29:26] 我初中就和好几个
[00:29:27] 好朋友们一块玩
[00:29:28] 然后我们就特别希望
[00:29:29] 我们一个
[00:29:31] 一开始开始比
[00:29:31] 看谁的数更大
[00:29:32] 后面我们就希望
[00:29:33] 能够去证明说
[00:29:35] 任何N至少是5的
[00:29:36] 一个棋盘
[00:29:38] 你永远有一种
[00:29:39] 能够走满
[00:29:40] 整个棋盘的方式
[00:29:41] 我们希望拿
[00:29:42] 就是我们当时猜测
[00:29:43] 应该能拿
[00:29:44] 数学归纳法去证明
[00:29:45] 如果你要去拿
[00:29:46] 数学归纳法去证明
[00:29:47] 你就需要在
[00:29:48] N比较小的情况下
[00:29:50] 去构造一些
[00:29:51] 比较有代表性的
[00:29:54] 一些base case
[00:29:55] 基础情况
[00:29:56] 于是这个是一个
[00:29:57] 非常复杂的工程
[00:29:58] 然后我们所有的这一些
[00:29:59] 对这个游戏
[00:30:00] 比较感兴趣的同学
[00:30:02] 在华富
[00:30:02] 我们就开始去构造
[00:30:04] 然后非常难构造
[00:30:05] 然后所以就是
[00:30:06] 群策群力一起构造
[00:30:07] 让我有一点想到
[00:30:09] 我们
[00:30:09] 等会我们应该会聊到的
[00:30:11] 就是形式化证明
[00:30:12] 比如说陶哲轩老师
[00:30:14] 还有就是
[00:30:15] Alex Kontorowicz
[00:30:17] 他们做这个
[00:30:18] 素数定理的
[00:30:20] 这个证明
[00:30:21] 然后他们就是
[00:30:22] 把它也是分了
[00:30:23] 很多项不同的项目
[00:30:25] 让全世界的
[00:30:26] 几百个数学家
[00:30:27] 和另的这个编程
[00:30:28] 这个编程
[00:30:30] 编程的同学
[00:30:31] 一起去
[00:30:32] 把这个事情搭起来
[00:30:33] 有点像就是
[00:30:34] 数学其实某种程度上
[00:30:36] 大家强调说
[00:30:37] 这一个人
[00:30:38] 他是一个天才
[00:30:39] 他一个人
[00:30:40] 证明了一个困扰
[00:30:42] 其他所有人
[00:30:43] 几百年的一个猜想
[00:30:45] 然后他是一个
[00:30:46] 多么厉害的数学家
[00:30:48] 他有一种
[00:30:49] 个体性的一个强调
[00:30:51] 就是说
[00:30:51] 这一个人
[00:30:52] 他非常厉害
[00:30:53] 但数学
[00:30:54] 如果你去看
[00:30:56] 软件工程师
[00:30:57] 他们几百个人
[00:30:58] 几千个人去做一个
[00:30:59] 一个project
[00:31:00] 一个大的一个项目
[00:31:01] 它是合作性的
[00:31:03] 合作性就需要一个
[00:31:04] 比较好的一个结构
[00:31:06] 和把它就是
[00:31:07] 把这个任务去
[00:31:09] 分散
[00:31:10] 分散成不同的小任务
[00:31:12] 这个过程
[00:31:13] 其实我觉得是很有意思的
[00:31:15] 然后某种程度上
[00:31:16] 在玩这个马步棋的时候
[00:31:17] 我们当时就是
[00:31:18] 我反正一个人
[00:31:19] 肯定是不可能
[00:31:20] 把所有的这个
[00:31:21] 这个例子找出来的
[00:31:23] 我需要我的这些同学们
[00:31:24] 这个小部落的这个帮助
[00:31:26] 多少人啊
[00:31:26] 这个小部落一般是
[00:31:27] 三到五个人
[00:31:28] 三到五个人
[00:31:28] 对对对
[00:31:29] 都是数学很好的人
[00:31:30] 我们当时是那个数学班
[00:31:31] 就我们整个班
[00:31:32] 都是数学很好的人
[00:31:33] 然后就是上课就不听课了
[00:31:35] 就是传纸条
[00:31:36] 那个纸条上
[00:31:37] 就画着这个格子
[00:31:38] 就是说
[00:31:38] 这个你看
[00:31:39] 我又找出来这样的一个
[00:31:41] 就是N等于
[00:31:41] 比如说9的时候
[00:31:42] 已经被我kill掉了
[00:31:44] 就是非常快乐的
[00:31:45] 一个一段时间
[00:31:46] 你在这个这么快乐的时候
[00:31:47] 你的成绩是什么样的
[00:31:48] 就我
[00:31:50] 反正要不到大考
[00:31:52] 我也不太
[00:31:52] 我还行吧
[00:31:54] 我反正也到了那个
[00:31:56] 反正你的最终的目标
[00:31:57] 就是你初中
[00:31:58] 好像我们是90个人
[00:31:59] 你要进到一个
[00:32:00] 25 27个人的一个
[00:32:02] 一个数学组
[00:32:03] 高中这个数学组
[00:32:04] 所以我也进去了
[00:32:05] 我记得我们当时是
[00:32:07] 七个女同学
[00:32:08] 好像初中
[00:32:09] 然后到这个高中
[00:32:10] 好像就是
[00:32:11] 25 27个人
[00:32:12] 三四个女同学
[00:32:14] 反正就是
[00:32:15] 那也进去了
[00:32:16] 但是这就很奇怪
[00:32:18] 因为你说你不是天赋星
[00:32:19] 你是满类型
[00:32:20] 可是你实际上
[00:32:20] 花的时间没有那么多
[00:32:22] 对
[00:32:22] 这就是一个
[00:32:23] 很有意思的一个点
[00:32:24] 就是我认为
[00:32:25] 你在学这些
[00:32:26] 高等数学的时候
[00:32:26] 某种程度上
[00:32:28] 你的竞赛的这个数学
[00:32:29] 也在得到
[00:32:31] 这个千亿默化的提升
[00:32:33] 就这是
[00:32:33] 这其实是很有意思的
[00:32:34] 就是我们等会儿
[00:32:35] 应该可以讲到
[00:32:36] 就是我们发现
[00:32:37] 最近有一个AI的
[00:32:38] 一个发现
[00:32:39] 就是说
[00:32:39] 我感觉我像是
[00:32:40] 这真的是我
[00:32:41] 每天在想的事情
[00:32:42] 我不是在打硬广
[00:32:43] 就是一个数学
[00:32:45] 非常好的一个模型
[00:32:46] 它在编码能力上
[00:32:47] 也非常好
[00:32:47] 就是它会有这种东西
[00:32:48] 叫做transfer learning
[00:32:49] 就是转移
[00:32:50] 技能的转移
[00:32:51] 我觉得肯定有
[00:32:53] 这么一定的程度
[00:32:54] 反正我当时我记得
[00:32:55] 我记得
[00:32:56] 那个考试嘛
[00:32:56] 就是从初中考到
[00:32:58] 高中的那一个考试
[00:33:00] 我是觉得
[00:33:01] 我肯定要完了
[00:33:02] 然后我的爸爸妈妈说
[00:33:04] 你应该没事
[00:33:05] 你就去那里坐一坐
[00:33:06] 你看一下
[00:33:06] 就是结果怎么样
[00:33:08] 反正觉得应该
[00:33:09] 你能考好
[00:33:10] 然后结果我觉得
[00:33:11] 我应该是拿了
[00:33:12] 满分那一次
[00:33:12] 然后我觉得
[00:33:13] 我连几何题
[00:33:15] 我做出来了
[00:33:15] 我十几十几个
[00:33:18] 十几个大大的考试中
[00:33:21] 没有做出来过
[00:33:22] 一次几何题
[00:33:22] 所以那次也可能
[00:33:23] 是运气比较好
[00:33:24] 这个很神奇
[00:33:25] 就是从学习上
[00:33:26] 对于你来说
[00:33:27] 突飞猛进是来自于
[00:33:28] 你其实变得更发散了
[00:33:30] 而不是更聚焦了
