[00:00:00] Hello大家好,我是小骏
[00:25:36] 或许会在
[00:25:37] physical AI
[00:25:39] 也就是实体AI
[00:25:40] 也就是所谓这个
[00:25:41] 现在实体模型里面
[00:25:43] 就世界模型
[00:25:44] OK
[00:25:45] 我觉得可能在这个里面在立足
[00:25:48] 对
[00:25:49] 所以呢
[00:25:50] 你说这个XAI
[00:25:51] 他想要
[00:25:52] universe
[00:25:53] 我觉得这是一个点
[00:25:54] 对不对
[00:25:55] 当然他是universe
[00:25:56] 我们所有东西都在universe里面
[00:25:57] 那我觉得他更想说的
[00:25:58] OK
[00:25:59] 他是想要更了解实体的这个世界
[00:26:02] 但是很不幸的是啊
[00:26:04] 至今XAI还没有成为硅谷T0的frontier lab
[00:26:08] 是
[00:26:09] 所以你觉得XAI算是调对了合并
[00:26:11] 还是弯道超车
[00:26:14] 我觉得你这个问题啊
[00:26:15] 就问到了我的这个
[00:26:16] 这不是我的expertise
[00:26:17] OK
[00:26:18] 我觉得很多人比我更厉害
[00:26:20] 但是呢
[00:26:21] 我做一个猜测
[00:26:22] 给大家从第一原理
[00:26:25] 我认为今年呢
[00:26:27] 我在2026年的predictions
[00:26:29] 我认为今年的Grok
[00:26:31] 给大家应该可以拭目以待
[00:26:34] 因为我觉得有很多之前
[00:26:37] OK
[00:26:38] 在去年Grok所做的这些投资
[00:26:41] 跟所有的这些
[00:26:43] 这些投入
[00:26:45] 我觉得在今年会冒出来
[00:26:47] 所以我觉得今年是一个
[00:26:49] 在AI的这个大战里面
[00:26:51] 我觉得已经蛮有意思的一年
[00:26:53] 那我觉得这AI
[00:26:54] 这个Grok
[00:26:55] 你觉得去年
[00:26:57] 给Grok这么快的一年
[00:26:59] 快速建了十万张
[00:27:01] 这个GPU的super data center
[00:27:04] 这个东西跑到哪里去了
[00:27:06] 我们看看
[00:27:07] maybe今年26年
[00:27:09] 我们看看有没有什么东西跑出来
[00:27:11] 我在想SpaceX会兼容XAI的组织吗
[00:27:14] 你看刚合并
[00:27:15] 其实很多XAI的人都在离职
[00:27:17] 这两个组织是具有兼容性的吗
[00:27:21] 但是你对SpaceX的组织
[00:27:23] 可能更了解
[00:27:24] 对我对SpaceX的组织非常了解
[00:27:26] 对X呢
[00:27:27] 我们也认识一些X的朋友
[00:27:29] 那据这些反正
[00:27:31] 就怎么闲话加长吧
[00:27:33] 这边聊的时候呢
[00:27:34] 我感觉两个的体系呢
[00:27:36] 的文化是蛮类似的
[00:27:38] 都是马斯克文化吗
[00:27:40] 都是马斯克的文化
[00:27:41] 那马斯克的文化是什么
[00:27:43] 马斯克的文化
[00:27:44] 基本上我觉得有一个字可以
[00:27:46] 一条sentence可以形容
[00:27:49] 是什么
[00:27:50] Move fast, break things
[00:27:52] OK
[00:27:53] 也就是快速的执行
[00:27:56] 快速的迭代
[00:27:59] OK
[00:28:00] 那这个东西
[00:28:01] 我在SpaceX里面
[00:28:02] 我们是深刻的体验
[00:28:03] OK
[00:28:04] 但是呢
[00:28:05] 在Growth里面
[00:28:06] 我认为也应该有
[00:28:07] 也同样的这个文化存在
[00:28:09] 嗯
[00:28:10] 你觉得Starship缺一个大脑吗
[00:28:14] Starship缺一个大脑
[00:28:16] 嗯
[00:28:17] 这是一个好问题
[00:28:19] OK
[00:28:20] 我觉得什么东西都缺一个大脑
[00:28:21] OK
[00:28:22] 什么东西没有脑的话
[00:28:23] 还是做不出来
[00:28:24] OK
[00:28:25] 但是你说Starship具不具体
[00:28:26] 缺一个XAI这个大脑
[00:28:27] 这个东西我就误评论了
[00:28:28] 所以可能
[00:28:30] 但是我觉得说
[00:28:31] 这不是一个
[00:28:32] 还没有到那个地方
[00:28:34] OK
[00:28:35] 我现在我觉得还蛮早期的
[00:28:37] 因为这让我想到了
[00:28:39] 就是《流浪地球》里面那个MOS
[00:28:41] 在《流浪地球》里面呢
[00:28:43] 对
[00:28:44] 它指挥了整个空间站
[00:28:45] 所以看到这个新闻会让我想到这个电影
[00:28:49] 我认为这是一个
[00:28:52] 很容易可以想象的一个联想
[00:28:55] 对你想想看你在外太空
[00:28:57] 对所有的任务
[00:28:58] 不管是去探索
[00:29:00] 还是去扩张等等
[00:29:03] OK
[00:29:04] 你觉得你能够发多少人
[00:29:06] 那我觉得你的其实最好的
[00:29:08] 最可靠的一个伴侣
[00:29:09] OK
[00:29:10] 其实就是AI
[00:29:11] 嗯
[00:29:12] 跟机器人
[00:29:13] 如果SpaceX在今年上市的话
[00:29:14] 它意味着什么呀
[00:29:15] 如果今年SpaceX真的上市了
[00:29:18] 我认为呢
[00:29:19] 这个是我认为主流市场
[00:29:23] OK
[00:29:24] 对太空这个赛道
[00:29:25] OK
[00:29:26] 可以变现
[00:29:27] 然后是一件事情
[00:29:28] 我认为他们是真正的买单
[00:29:30] OK
[00:29:31] 因为这个东西
[00:29:32] 我们从一开始
[00:29:34] 我们在做投资的时候
[00:29:36] 一直在讲这个事情
[00:29:38] OK
[00:29:39] 但是呢
[00:29:40] 对不对
[00:29:41] 那我觉得我们太多投22年
[00:29:43] 那22年的SpaceX
[00:29:44] 其实也不是一家小公司
[00:29:46] OK
[00:29:47] 每一年发
[00:29:48] 基本上在这个太空领域里面
[00:29:51] 也是一个非常明显垄断的一个公司
[00:29:54] 别人都是也在开下新一件
[00:29:55] 所以在各个方面的垄断
[00:29:57] 其实在这个前提之下
[00:29:59] 在22年的时候
[00:30:01] 还是很多人看太空这个赛道
[00:30:04] 还是觉得说
[00:30:05] 嗯
[00:30:06] 这个赛道
[00:30:07] 真的是一件事吗
[00:30:09] OK
[00:30:10] 真的是一个
[00:30:11] 就是一个产业吗
[00:30:12] 那他们当时怎么看SpaceX
[00:30:14] 这个当时怎么看SpaceX
[00:30:16] 我觉得很多时候的大家
[00:30:19] 在这个赛道里面
[00:30:21] 要不是
[00:30:22] 你跟我今天聊天
[00:30:23] 或者在这个赛道里面的人
[00:30:25] 你平时OK
[00:30:26] 在地球上生活上
[00:30:27] 旁边这么多OpenAI XAI
[00:30:29] 大家还有这么多有意思的东西
[00:30:31] 大家不会去关注说
[00:30:32] 哎
[00:30:33] 我往天一看
[00:30:34] 这天上还能够有什么东西
[00:30:35] 那就算
[00:30:36] OK我跟你说
[00:30:37] 哎
[00:30:38] SpaceX做什么什么什么等等等等
[00:30:39] 这些东西已经近在眼前
[00:30:40] 并且有数据的话
[00:30:42] 大家觉得嗯
[00:30:43] 这个很
[00:30:44] 这个是真的是蛮了不起的事情
[00:30:46] 但是呢
[00:30:47] 这个可能呀
[00:30:48] maybe20年以后吧
[00:30:49] OK
[00:30:50] maybe20 30年以后
[00:30:51] 或许这个
[00:30:52] 或者就我们做到
[00:30:53] 那又怎么样
[00:30:54] 这个太空有什么机会
[00:30:55] 但是我觉得这一次
[00:30:57] 就准备SpaceX的这个IPO
[00:30:59] 并且STARLINK
[00:31:00] 在过去这几年
[00:31:02] 实际在资本里面的数据
[00:31:05] 这个涨幅
[00:31:06] 我觉得给大家OK
[00:31:08] 带来了这个对太空的这个信心
[00:31:10] OK
[00:31:11] 那这我觉得这只是第一点
[00:31:13] OK
[00:31:14] 我觉得这个在
[00:31:16] 数据只是第一点
[00:31:18] 那我觉得太空还有很多其他的
[00:31:21] 这些东西持续还在待发
[00:31:23] 那也是
[00:31:24] 其实这是我们整个基金
[00:31:26] 跟我们在投资方向的一个最底层逻辑
[00:31:29] 嗯
[00:31:30] 在我们继续探索这个商业航天的话题之前啊
[00:31:34] 我也想花时间来聊聊你自己
[00:31:36] 就很多人都知道你在SpaceX
[00:31:38] 跟马斯克共事了7年
[00:31:40] 那在这之前和之后
[00:31:41] 你的人生是怎么展开的呀
[00:31:43] 大学我是在Stanford的面
[00:31:46] mechanic
[00:31:47] 就是机械工程本科
[00:31:48] 那你是上大学来的美国
[00:31:51] 没错
[00:31:52] OK
[00:31:53] 从台湾是吗
[00:31:54] 我是出生在台湾
[00:31:56] 然后我很小就跟爸妈
[00:31:58] 就出国就基本上留学
[00:32:01] 那因为我爸妈一直是Expat
[00:32:03] 他们两个都讲德文
[00:32:05] 所以一直在德国公司里面工作
[00:32:07] 哦
[00:32:08] 对所以我从很小的时候就离开台湾
[00:32:10] 然后在德国住了一下
[00:32:12] 然后后来呢又去了香港
[00:32:14] 然后又去了广州
[00:32:15] 中国呢我住了8年
[00:32:17] 对然后我在广州读完高中
[00:32:19] 然后从广州那边直接申请
[00:32:21] 然后来美国读大学
[00:32:23] 我那时候是我印象很深刻嘛
[00:32:25] 我那时候是99年的时候
[00:32:27] 申请来那个来来Stanford
[00:32:30] 那那个时候呢
[00:32:31] Stanford大学
[00:32:32] 那个时候国际生呢
[00:32:33] 还是一个非常非常小的一个族群
[00:32:36] 所以我印象很深刻
[00:32:38] 那个时候整个中国
[00:32:40] OK
[00:32:41] Stanford那一年就录取了两个人
[00:32:43] 一个是我
[00:32:44] 然后另外一个是一个北京的一个哥们
[00:32:46] OK
[00:32:47] 那整个就是国际的族群
[00:32:49] OK差不多也不到200人
[00:32:51] 可能有差不多有快10个人
[00:32:53] 所以那台湾也有几个
[00:32:55] 对所以那就是99年的时候呢
[00:32:57] 反而报考了Stanford
[00:32:59] 那很好运的进了Stanford
[00:33:01] 后来的Stanford
[00:33:02] 那我在Stanford读完了机械工程的本科
[00:33:05] 那毕业了完了以后第一份工作
[00:33:08] 我其实有两个选择
[00:33:10] 我可以第一选择去当Google早期员工
[00:33:15] 或者我可以选择去做这个一个Fortune500
[00:33:20] OK
[00:33:21] 这个公司的一个自动化生产的一个工程师
[00:33:24] 这两个选择
[00:33:25] 你选了哪个
[00:33:26] well
[00:33:27] 我那个时候呢
[00:33:28] 我选择了呢
[00:33:29] 去了这个去做了这个工程的这个概念
[00:33:32] OK
[00:33:33] 那其实两方面
[00:33:34] 我觉得在现在这个时候很难想象
[00:33:37] 其实2003年这个Stanford
[00:33:40] 其实在那个时候
[00:33:42] 不管是创投
[00:33:43] 还是不管是这个初创公司
[00:33:45] 还是这些新创
[00:33:46] 它是一个还是一个非常
[00:33:49] 还是一个
[00:33:50] 不是一个非常非常小
[00:33:52] 但也不是一个主流的一个行业
[00:33:55] 怎么说呢
[00:33:56] 因为你看一下他们的这个
[00:33:58] 报每一年都会有一个这个叫career fair
[00:34:01] 就是说学生的公司可以来这边来招聘
[00:34:04] 就Stanford的学生
[00:34:05] 那时候career fair有一个主career fair
[00:34:08] OK也就是所有这些大公司
[00:34:10] 波音啊
[00:34:11] Microsoft啊
[00:34:12] GM福特等等他们来主要的career fair
[00:34:16] 然后你说像什么Google
[00:34:18] 还有什么这些什么初创公司
[00:34:20] 等你现在今天叫出来
[00:34:21] 所以这些老大们都在旁边的一个
[00:34:23] 叫做初创的一个career fair
[00:34:26] OK所以那个时候
[00:34:27] 即使在2003年的Stanford
[00:34:29] OK这个时候还是一个这样的文化
[00:34:31] 嗯
[00:34:32] 那那个时候我们的毕业生
[00:34:33] 大部分大家想要想要进大厂
[00:34:35] 想要进顾问
[00:34:36] 想要进Fortune500的公司
[00:34:38] OK所以那个时候呢
[00:34:39] 我也没有那么那么的先进
[00:34:41] 对不对我也觉得
[00:34:42] 跟着主流
[00:34:43] 对我也觉得跟着主流走
[00:34:44] OK我反正我去大公司去训练一下
[00:34:46] OK那我也去学习学习
[00:34:48] 所以我呢我就加入了Epson
[00:34:50] 那那个时候呢
[00:34:52] 在西北美国的Portland
[00:34:54] 西北的这个总部
[00:34:55] 那这个地方呢
[00:34:56] 这其实也是美国生产的
[00:34:58] 最最最起点
[00:35:00] OK现在这大家你来听听
[00:35:01] 他们很多川普在那边讲
[00:35:02] 美国生产美国生产美国生产
[00:35:04] 那我们在2000年初的时候
[00:35:06] 其实就经历过了这个thesis
[00:35:08] 那个时候呢
[00:35:09] 我在Portland那边被被进去
[00:35:11] 被招进去
[00:35:12] 然后做什么
[00:35:13] 做Epson里面的这个墨水家
[00:35:15] 你不是以前呢
[00:35:16] 现在还
[00:35:17] 大家还硬这个东西出来
[00:35:19] 所以有墨水家
[00:35:20] 这个需求
[00:35:21] 那在这个西北的这个总部
[00:35:24] 也是一个美国的这个墨水家生产的总部
[00:35:28] 那全是Epson呢
[00:35:29] 在全球呢
[00:35:30] 总共有五个总部在生产墨水家
[00:35:32] 墨水家也是整个Epson呢
[00:35:34] 最赚钱的事业群
[00:35:36] OK就是靠墨水家在支撑整个Epson
[00:35:39] 这么大部分什么LCD
[00:35:40] 这么其他自动化等等这样的开发
[00:35:43] 那我在美国的总部
[00:35:45] 那我是
[00:35:46] 那个时候呢
[00:35:47] 在美国总部这个墨水家工厂
[00:35:49] 一条生产线
[00:35:50] 就两个工人
[00:35:51] 一个工人在前面这边放货
[00:35:55] 然后另外一个工人呢
[00:35:56] 在这个线的底端
[00:35:58] 正在检查这个成品
[00:36:00] 然后在检查这个瓶管
[00:36:01] 然后全程全部是完全全自动生产的
[00:36:05] 那我就是被招进去
[00:36:06] 在做这个生产线的这个设计跟开发
[00:36:09] 那同样这个生产线
[00:36:10] 在中国那个时候2000年初
[00:36:13] 需要55个工人
[00:36:14] 都可以做这种工人工的这样的组装
[00:36:17] 那美国呢就是在这样的
[00:36:19] 两个人跟55个人之间
[00:36:22] 这样在跟全球这样的竞争
[00:36:24] 那就是我第一次体验到在美国生产
[00:36:27] 那并且就是所有的这些什么
[00:36:29] 日本的这些丰田的生产系统什么等等
[00:36:32] 那个时候
[00:36:33] 其实我在Stanford毕业以后
[00:36:35] 又在有点在学了在一个master
[00:36:37] 在所有的这些工厂管理
[00:36:39] 那我也成为在整个
[00:36:41] Epson集团全球最年轻的高管
[00:36:44] 那个时候呢
[00:36:45] 我一个在20几岁出头的人
[00:36:48] 给管了整个整个整个场嘛
[00:36:51] 他们那个时候差不多就
[00:36:53] 我记得好像70几个人
[00:36:55] 对那在全球的这些
[00:36:57] 这Epson就非常保守日本的总部里面
[00:37:00] 是没有办法想象这件事情的
[00:37:02] 他说为什么你会相信
[00:37:03] 这个20几岁出头的人
[00:37:05] 那我老板那时候很挺我
[00:37:06] 就说你就看看这个
[00:37:08] 所以就给我的这个职位
[00:37:09] 那是我工作的第一年
[00:37:11] 这是我第一份工作
[00:37:12] 在Stanford初
[00:37:13] 第一年你就当高管了
[00:37:14] 第一份工作的
[00:37:15] 第二年我当上高管
[00:37:16] 第一年我被招进去之后
[00:37:18] 就是作为工程师
[00:37:19] 设计这个这个生产线
[00:37:21] 然后很快的
[00:37:22] 我就在第二年的时候
[00:37:23] 就被开始推广到高管
[00:37:25] 为什么可以这么快
[00:37:27] 而且是在一家日本公司吗
[00:37:29] 是在一家日本公司
[00:37:30] 我的老板也是日本人
[00:37:32] 日本美国人
[00:37:33] OK
[00:37:34] 那这个好问题
[00:37:35] 我从来没有问他
[00:37:36] OK
[00:37:37] 我自从说
[00:37:38] 我也自己也觉得
[00:37:39] 蛮莫名其妙
[00:37:40] 但是我觉得OK
[00:37:41] 那个时候
[00:37:42] 我觉得所有在做的事情
[00:37:45] 我觉得我没有一样
[00:37:46] 我不能做的
[00:37:47] OK
[00:37:48] 而且我能够做的更好
[00:37:49] 我觉得就是年轻的时候
[00:37:50] 人的一个特性
[00:37:51] 你知道我就觉得说
[00:37:52] 这个不怕这个天高
[00:37:54] 这个等等的
[00:37:56] 那也实际
[00:37:57] OK
[00:37:58] 在那份工作的时候
[00:37:59] 我在Stanford的这个教育
[00:38:01] 并且在后面的等等
[00:38:04] 帮助我在这个早期
[00:38:06] 在这个很竞争的环境里面
[00:38:08] OK
[00:38:09] 就反正快速的
[00:38:10] 这样脱颖而出
[00:38:11] 但是呢
[00:38:12] 我在那边工作的时候
[00:38:15] 其实你回归到
[00:38:17] 我现在回归到所有的
[00:38:19] 这个这所有的经历
[00:38:21] 我发现在这一段的经历
[00:38:24] 是我所有经历里面
[00:38:27] OK
[00:38:28] 最累的经历
[00:38:29] 因为在工厂吗
[00:38:30] 在工厂里面最累的经历
[00:38:31] 怎么说呢
[00:38:32] OK
[00:38:33] 我现在成为高管
