[00:00:00] Hello 大家好,我是小骏
[00:00:03] 今天我们的嘉宾是游凯超
[00:21:12] 我们学院的访问教授
[00:21:13] 所以在我这个结束交换之后
[00:21:16] 就是我结束暑研之后回到学校
[00:21:18] 他们也紧接着来我们学校访问了
[00:21:21] 就是他们从美国来到中国访问清华
[00:21:23] 然后呢因为我当时在暑期研修的时候
[00:21:26] 跟他们交流过嘛
[00:21:27] 所以我就负责这个
[00:21:28] 他们访问过程中的一些活动的筹备
[00:21:30] 那那个时候其实我心中
[00:21:33] 已经有一些萌芽的想法
[00:21:34] 就是我觉得这个
[00:21:35] 机器学习系统非常有意思
[00:21:38] 然后呢我也想做一个
[00:21:39] 比较有影响力的软件
[00:21:40] 但是有一个担心
[00:21:42] 就是总是担心自己
[00:21:43] 就是无名小卒
[00:21:45] 然后做出来的东西
[00:21:46] 就是没有人用
[00:21:47] 所以我在一次这个交流活动中呢
[00:21:50] 我跟Young Stoica老师说
[00:21:52] 就是这个怎么办
[00:21:54] 就是我如果我想做一个机器学习系统
[00:21:56] 但是呢可能又没有人用
[00:21:58] 那我做这个系统的时间是不是浪费了
[00:22:00] 那Young Stoica老师
[00:22:02] 他就用他这个人生阅历告诉我说
[00:22:04] 就是他之前做了很多很多事情
[00:22:06] 然后呢他说
[00:22:07] 只要你是一个好的软件
[00:22:09] 总会有人用的
[00:22:11] 这个也是我对于这个
[00:22:12] 转向机器学习系统的一个
[00:22:14] 比较大的影响因素吧
[00:22:16] 就是Young Stoica老师的这个鼓励
[00:22:18] 这其实是个前奏
[00:22:19] 你还没有真正做出选择的时候
[00:22:22] 对对这些是一些这个线索吧
[00:22:25] 就是他们埋下了一些种子
[00:22:27] 然后呢
[00:22:28] 我后面在学术研究期间
[00:22:30] 就是也零星的做过一些开源软件的建设
[00:22:33] 比如说2020年的时候
[00:22:35] 就那个时候也是疫情
[00:22:37] 反正也没有什么事做
[00:22:39] 就只能困在这个宿舍里面
[00:22:41] 然后呢当时和本科同学翁嘉义
[00:22:43] 一起做了一个开源强化学习的系统
[00:22:47] 叫做天兽
[00:22:47] 当时还是训练这个游戏机器人
[00:22:50] 就是玩一些这个Atari啊
[00:22:52] 这些视频游戏
[00:22:53] 然后2022年的时候呢
[00:22:56] 我也做过一些像
[00:22:57] 把我设计的一些机器学习算法
[00:22:59] 贡献给一些主要的开源社区
[00:23:01] 像这个OpenMM Lab的一些计算机视觉的库
[00:23:05] 以及像PyTorch这些机器学习库
[00:23:07] 那所以在开源社区里面
[00:23:09] 也算有一些影响力吧
[00:23:11] 然后2022年底呢
[00:23:13] 这个就是ChatGPT发布了
[00:23:16] 然后呢我就是看到
[00:23:17] 当时我们还在一起玩泥蛙的这个朋友
[00:23:20] 就是青苹果同学
[00:23:21] 对对
[00:23:22] 在职务上这么称呼他
[00:23:23] 对就是翁嘉义
[00:23:24] 他现在已经是ChatGPT的训练师了
[00:23:27] 然后呢当时OpenAI的每一个博客
[00:23:30] 都是就是卷卷有他名
[00:23:31] 所以就是他已经属于是标评史册了
[00:23:34] 那那个时候我就在想就是
[00:23:36] 我未来要走向什么方向嘛
[00:23:38] 那我当时也跟他请教了一下
[00:23:40] 然后发现就是大模型相关的研究呢
[00:23:43] 几个方面吧
[00:23:45] 然后一个是这个数据和算法
[00:23:47] 这些是跟公司绑定比较强的
[00:23:50] 就是
[00:23:51] 呃
[00:23:52] 就是
[00:23:52] 你的这个算法研究和数据研究
[00:23:54] 都需要公司的比较强的支持
[00:23:55] 公司的这个大量的资源
[00:23:57] 然后呢
[00:23:58] 其中有一部分是机器学习系统
[00:24:01] 那么这一部分你是可以在实验室里面
[00:24:03] 进行小规模的研究
[00:24:04] 然后可以很容易的扩展到大规模的场景的
[00:24:07] 所以这个也是坚定我这个
[00:24:09] 对于研究方向的一个转变
[00:24:11] 然后就是到了23年的时候
[00:24:14] 这个疫情已经基本结束了
[00:24:16] 然后国际交流就恢复了
[00:24:18] 那这个时候呢
[00:24:20] 我们的这个学院的访问教授
[00:24:22] 就在这个中心里面
[00:24:22] 就再次来我们学院访问
[00:24:23] 然后呢
[00:24:25] 但是那个时候就是UC Berkeley的
[00:24:27] 当时叫Rise Lab
[00:24:28] 然后四年过去之后
[00:24:29] 已经叫做叫这个Sky Lab了
[00:24:31] 然后呢
[00:24:32] 就23年秋天的时候
[00:24:33] 呃
[00:24:34] Young Stoica老师再次这个来我们访问的
[00:24:36] 来我们这里访问的时候
[00:24:38] 啊
[00:24:38] 我那个时候已经比较坚定了
[00:24:40] 就是我想继续做机器学习系统
[00:24:42] 然后呢
[00:24:43] 我就跟他说啊
[00:24:44] 我能不能去你那里这个交流访问
[00:24:46] 那这个时候我是
[00:24:47] 那跟他这个提了一下说
[00:24:49] 呃
[00:24:50] 四年前我其实问过你
[00:24:52] 这个问题
[00:24:52] 然后呢
[00:24:53] 这四年里面我也在一直探索
[00:24:55] 就是我能做什么事情
[00:24:56] 然后如果我做出来一些有意思的事情
[00:24:58] 啊
[00:24:59] 是不是会有人会用
[00:25:00] 那确实这个效果也是很好的
[00:25:02] 所以
[00:25:03] 呃
[00:25:03] 他也是就是看到这个四年前的一个青春少年
[00:25:07] 然后四年之后还跟他说
[00:25:08] 呃
[00:25:09] 他还一直在践行这个四年前他给的一个建议
[00:25:11] 所以他也非常感动
[00:25:13] 然后就同意了我的申请
[00:25:14] 所以我在2024年的时候就是在Sky Lab交流
[00:25:18] 然后刚好就是赶上了这个VM项目的发展
[00:25:21] 嗯
[00:25:22] 呃
[00:25:23] 所以说就是呃
[00:25:25] 很多的这个机缘巧合吧
[00:25:27] 但是我觉得就是
[00:25:28] 呃
[00:25:29] 如果没有这个19年的暑期研修呢
[00:25:32] 可能比如说我就没有那么早的加上这个卓翰的微信
[00:25:36] 啊
[00:25:36] 我可能这个建央缩一个老师的时间也会更晚一点
[00:25:40] 呃
[00:25:41] 但我觉得我的这个整体的大方向是不会发生变化的
[00:25:45] 嗯
[00:25:45] 就是这个大方向他其实是很多事情积累的结果
[00:25:49] 啊
[00:25:49] 我觉得我依然会从这个算法研究转向
[00:25:52] 这些学习系统
[00:25:52] 啊
[00:25:53] 这一次的这个重大决定其实我是酝酿了好几年的
[00:25:57] 嗯
[00:25:58] 有一种冥冥之中的感觉
[00:26:00] 冥冥之中以及我觉得这个是时代的趋势
[00:26:05] 嗯
[00:26:05] 因为你同时看过就是在算法上和在系统上都非常顶尖的学者
[00:26:11] 呃
[00:26:11] Michael Jordan和
[00:26:12] 呃
[00:26:13] Ion Stoica老师
[00:26:14] 你觉得他们的底层思维有什么不一样啊
[00:26:17] 底层思维
[00:26:19] 呃
[00:26:19] 我觉得Michael Jordan老师更
[00:26:21] 更偏向学术和理论一些
[00:26:23] 呃
[00:26:24] 他做的是机器学习理论
[00:26:26] 当然他从来不把自己叫做AI研究者
[00:26:28] 他更多的是研究这个机器学习算法背后的一些这个理论的inside
[00:26:33] 他也做很多像啊
[00:26:35] 博弈论啊
[00:26:36] 这个经济学分析啊
[00:26:37] 之类的事情
[00:26:38] 所以他可能更偏理论一些
[00:26:40] 嗯
[00:26:40] 然后呃
[00:26:41] Ion Stoica老师更偏系统一些
[00:26:43] 然后呃
[00:26:44] 他的追求很简单
[00:26:46] 就是real world的impact
[00:26:48] 所以他做了很多这个开源软件
[00:26:51] 然后呃
[00:26:51] 很多啊
[00:26:53] 开源软件后面都孵化成了重要的项目
[00:26:55] 然后成为了这个工业界的基础
[00:26:57] 你追求的是后一个
[00:26:59] 对
[00:27:00] 我追求的是后一个
[00:27:01] 而且我觉得啊
[00:27:03] 就是他们两个肯定没有优劣之分啊
[00:27:05] 但是我觉得在当下的那个时代啊
[00:27:08] 后一个是更值得追求的
[00:27:10] 前一个比较难追求
[00:27:12] 就像我跟孟嘉一聊到的
[00:27:13] 就是前一个那种东西
[00:27:15] 你要能做出impact的
[00:27:17] 只能在世界上很少的地方有这样的坑位
[00:27:20] 能够做出这样的影响
[00:27:21] 他跟你的选择也比较相似
[00:27:23] 对吧
[00:27:24] 对他也是做的ai infra
[00:27:26] 就是我们当时一起做那个天兽项目啊
[00:27:29] 就也算是一个啊
[00:27:31] 比较小的机器学习系统
[00:27:33] 嗯
[00:27:33] 啊
[00:27:33] 然后啊
[00:27:34] 其实他当时也是做了一些这个算法方面的尝试
[00:27:38] 然后其实也有很多挫折
[00:27:40] 就是你可能提出一个算法
[00:27:42] 然后投稿论文
[00:27:43] 然后对方说你这个不novel没有用
[00:27:46] 然后他最后可能就觉得
[00:27:47] 那我不如写一个系统
[00:27:49] 就是我告诉你说这些东西
[00:27:50] 就是训出来
[00:27:51] 你不如写一个系统
[00:27:51] 你就是牛
[00:27:52] 所以你跟欧嘉义是有点惺惺相惜的味道
[00:27:55] 是吗
[00:27:55] 在读书的时候
[00:27:56] 啊
[00:27:58] 可能不算是惺惺相惜吧
[00:28:01] 更多就是我觉得我们还比较志同道合
[00:28:04] 嗯
[00:28:04] 就是大家都觉得这个事情比较有意思
[00:28:07] 然后就一起做
[00:28:07] 你刚才说了你慢慢的对论文丧失了兴趣
[00:28:12] 然后也不想做纯理论的东西
[00:28:14] 但是你在本科的阶段
[00:28:16] 其实还是要去发论文
[00:28:18] 你也是特奖的获得者
[00:28:19] 就这个是怎么发生的呢
[00:28:21] 刚才我们说的
[00:28:21] 是另外一条线
[00:28:22] 就是你是怎么走上系统工程这条路的
[00:28:24] 另外一条线
[00:28:25] 你是怎么在本科阶段
[00:28:27] 就是获得了很多的鼎会的认可
[00:28:29] 然后同时拿了秦华特奖的
[00:28:31] 这是一个渐变的过程嘛
[00:28:32] 对吧
[00:28:32] 其实学术界
[00:28:33] 它也不是一开始就里跃崩坏的
[00:28:35] 就本科你还是有希望的是吗
[00:28:37] 对对
[00:28:38] 充满了希望热情
[00:28:39] 对
[00:28:40] 就是我
[00:28:40] 而且我刚开始做研究的那个18 19年
[00:28:43] 我觉得还是有一些人在踏实做研究的
[00:28:46] 然后做研究
[00:28:47] 就是做算法研究
[00:28:48] 也还是能够被人看见有人认可的
[00:28:51] 然后我还觉得是一个很好的过程
[00:28:51] 然后大概我觉得20年之后
[00:28:54] 可能这方面的这个兴趣就不是很大
[00:28:56] 当然就是特奖评选
[00:28:58] 它是19年年底嘛
[00:29:00] 所以它凭借的是19年之前的这个成果
[00:29:03] 然后呢
[00:29:03] 我刚好这个也有一些成果
[00:29:05] 所以就去参加了一下
[00:29:07] 在你获得清华特奖的时候
[00:29:09] 你当时是还是很兴奋的吧
[00:29:11] 因为我当时看到你还写过
[00:29:13] 就是要在清华不要做一个观众
[00:29:16] 要成为舞台中间的一个人
[00:29:18] 对
[00:29:19] 我觉得肯定是有兴奋的这个因素
[00:29:21] 就是
[00:29:21] 就是获奖肯定还是比较开心的吧
[00:29:23] 然后获奖之后呢
[00:29:25] 也是朋友圈变得更大了
[00:29:27] 然后我可以接触到更多的优秀的同辈
[00:29:29] 那这个是我能感觉到的一个明显的好处
[00:29:32] 但是我觉得整体上来说
[00:29:34] 就是这个特奖这个事情
[00:29:36] 它其实是在被淡化的
[00:29:37] 就是大家不再赋予它过多的含义
[00:29:40] 因为清华其实有很多奖学金
[00:29:43] 然后特等奖学金其实只是其中之一
[00:29:46] 然后有些戏其实有很大额的奖学金
[00:29:49] 就是比特奖其实奖金多很多很多
[00:29:51] 所以特奖只是奖学金之一
[00:29:54] 然后呢
[00:29:55] 我觉得特奖它是一个
[00:29:56] 特殊历史时期发展的一个产物吧
[00:29:59] 就是当时社交媒体发展的比较快
[00:30:02] 然后呢
[00:30:03] 这个学校当时大力宣扬特等奖学金的评选
[00:30:06] 然后出现了这个
[00:30:08] 像马东涵和马东新这个
[00:30:10] 双胞胎的双料特奖
[00:30:12] 然后呢
[00:30:13] 像这个陈立杰
[00:30:14] 这个理论计算机科学家这种
[00:30:16] 有一些这个现象级的话题
[00:30:18] 然后呢
[00:30:19] 后面就就感觉有点这个变位了
[00:30:21] 就是
[00:30:21] 就是
[00:30:21] 每年的评选你可能都可以看到
[00:30:23] 在这个社会上有一些不小的轰动
[00:30:25] 然后呢
[00:30:26] 大家就会说
[00:30:27] 这个是一年一度的神仙打架
[00:30:29] 但是客观上来说
[00:30:31] 就是很多特等奖学金获得者
[00:30:34] 他在获选的时候
[00:30:35] 其实也是这个
[00:30:37] 我觉得是志气未脱的少年
[00:30:39] 就是他一般是大四上学期的时候评选
[00:30:43] 然后呢
[00:30:44] 其实也就是一个本科生入学这个三年左右
[00:30:47] 那么把这样一个这个同学
[00:30:50] 把他过度的曝光
[00:30:51] 在这个媒体的聚光灯下
[00:30:53] 其实
[00:30:53] 很容易对这个获奖者的这个正常的学习
[00:30:57] 科研生活都产生不必要的干扰
[00:30:59] 所以
[00:31:00] 我觉得我还是比较幸运的
[00:31:02] 就是在我参选的那一年
[00:31:04] 学校已经这个意识到了这一点
[00:31:06] 所以他当时这个取消了特等奖学金的
[00:31:09] 现场答辩的直播
[00:31:10] 然后呢
[00:31:11] 有后有后续
[00:31:12] 其实也有意这个压低了宣传
[00:31:15] 所以再往后
[00:31:16] 大家可以看到
[00:31:16] 其实这个特等奖学金的话题
[00:31:18] 在社会上的讨论
[00:31:20] 其实这个讨论度
[00:31:21] 是越来越低的
[00:31:22] 然后呢
[00:31:23] 他现在可能基本上就是一个
[00:31:25] 清华大学的普通奖学金
[00:31:27] 社会上其实议论的人已经没有那么多了
[00:31:30] 这才是对的对吧
[00:31:31] 对我觉得这样子才比较好
[00:31:33] 但是你就是对于获奖者本身
[00:31:35] 总是开心的吧
[00:31:37] 就是我获得了一个认可
[00:31:38] 但是我觉得之前的讨论
[00:31:40] 其实有点太多了
[00:31:42] 尤其比如说
[00:31:43] 当时讨论比较火热的时候
[00:31:45] 大家总会说
[00:31:46] 这个今年的特奖评选
[00:31:48] 是评选这个
[00:31:49] 这一届清华大学的学生里面
[00:31:51] 最厉害的一个学生
[00:31:51] 最厉害的十个本科生
[00:31:52] 那我觉得这个说法
[00:31:54] 它本身就不是很恰当
[00:31:55] 因为这个学校里面
[00:31:57] 我觉得每个同学
[00:31:58] 有自己追求的方向嘛
[00:31:59] 你其实很难拿一个统一的标准
[00:32:01] 说这个就是
[00:32:03] 这个最厉害的十个人
[00:32:04] 然后他比其他人都厉害
[00:32:06] 我觉得每个人都有自己的方向
[00:32:08] 所以不应该拿一个统一的标准
[00:32:09] 去衡量大家
[00:32:11] 你今天还这么想吗
[00:32:12] 清华是一个舞台
[00:32:13] 但你们不要只做观众
[00:32:15] 我当然可以继续这样想啊
[00:32:18] 因为我现在已经
[00:32:18] 不在那个舞台上了
[00:32:20] 我已经退下来了
[00:32:21] 对吧
[00:32:21] 然后如果我要对这个
[00:32:23] 新入学的同学的
[00:32:24] 这个说几句话的话
[00:32:26] 我觉得这几句话
[00:32:27] 还是适用的
[00:32:29] 就是来清华
[00:32:30] 更多的是追求自己的成长
[00:32:32] 对吧
[00:32:33] 而不是说我在清华里面
[00:32:34] 又看到了什么什么样的人
[00:32:36] 其实我看你的研究方向
[00:32:37] 就是你早期做
[00:32:39] 千亿学习
[00:32:40] 玉子试印
[00:32:41] 然后你就已经开始
[00:32:43] 做像LogMe这样的工具
[00:32:44] 你后来又和翁天毅
[00:32:46] 一起做过天兽
[00:32:48] 它也是一个
[00:32:49] 类似于标准化的工具
[00:32:51] 你是不是很早期
[00:32:52] 就开始已经想做这种
[00:32:54] 通用工具性的事情
[00:32:55] 我在想
[00:32:57] 你是不是从更早期开始
[00:32:58] 就已经就是
[00:33:00] 对你现在做的事情
[00:33:01] 更有热情
[00:33:02] LogMe那个工作
[00:33:03] 应该已经是
[00:33:04] 2021年的时候了
[00:33:05] 所以那个时候
[00:33:06] 其实我已经在思考着
